State,County,Males,Females,Under 6 Years,6 to 18 years,19 to 25 years,26 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 to 74 years,75 years and older,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,Hispanic or Latino (of any race),White alone (not hispanic or Latino),"Under $25,000","$25,000 to $49,999","$50,000 to $74,999","$75,000 to $99,999","$100,000 and over",Employed,Unemployed,Not in labor force,Insured,Uninsured,CensusObjectID
Alabama,Calhoun,48.22,51.78,6.78,18.23,10.7,11.18,12.34,14.33,12.74,7.96,6.37,74.92,20.56,0.46,0.71,0.08,1.6,1.67,3.28,73.61,13.36,10.3,7.06,4.1,4.32,40.25,5.32,33.1,70.1,13.43,1967
Arkansas,Poinsett,48.56,51.44,7.1,19.32,8.02,10.24,12.81,14.31,12.96,9.29,6.58,89.85,7.22,0.24,0.18,0.02,1.14,1.34,2.21,89.01,15.16,12.16,6.75,2.62,2.14,39.81,5.39,33.53,66.05,16.7,1526
Arkansas,Polk,49.19,50.81,6.9,18.95,6.47,9.26,11.41,13.96,14.29,11.33,8.15,92.65,0.31,1.76,0.45,0.02,2.48,2.31,5.76,89.77,14.81,13.4,6.34,2.33,2.59,40.33,2.15,35.53,59.26,20.52,434
Arkansas,Prairie,49.5,50.5,5.99,17.89,6.71,8.73,12.42,15.25,14.34,11.34,8.36,86.39,12.21,0.3,0.07,0.0,0.11,0.92,0.93,85.71,14.33,13.8,5.91,4.23,2.6,41.79,2.63,37.12,61.17,17.89,1528
Arkansas,Randolph,49.03,50.97,6.72,18.56,7.85,9.62,12.07,14.12,13.04,9.89,8.81,96.49,0.71,0.5,0.18,0.03,0.68,1.4,1.57,95.87,17.02,10.18,7.51,2.54,3.12,36.7,3.23,40.2,62.25,17.69,1530
Arkansas,Saline,49.38,50.62,7.32,19.01,7.23,11.93,13.76,14.3,12.37,8.95,5.87,90.53,4.66,0.51,0.87,0.02,1.98,1.43,3.82,88.97,7.53,10.08,8.02,4.73,6.14,45.1,2.75,27.26,70.94,13.96,1532
Arkansas,Scott,50.41,49.59,7.32,20.57,8.0,9.17,11.96,14.34,12.37,10.27,6.77,87.96,0.47,1.85,3.42,0.03,3.77,2.51,6.96,85.35,15.32,10.1,6.55,3.29,3.38,38.76,3.82,34.84,61.12,21.2,435
Arkansas,Searcy,49.85,50.15,5.75,16.5,6.5,8.71,10.93,14.97,16.14,11.52,9.77,96.0,0.15,1.17,0.13,0.02,0.32,2.21,1.48,95.18,18.95,12.68,6.46,2.29,1.81,40.67,2.1,39.9,55.68,21.96,1533
Missouri,Ripley,49.53,50.47,6.37,19.28,7.31,9.67,11.77,14.59,13.02,10.84,7.92,96.8,0.35,0.88,0.33,0.01,0.22,1.41,1.01,96.19,15.79,13.81,6.41,2.12,1.28,37.49,5.23,37.13,65.26,15.59,1681
Missouri,St. Charles,49.08,50.92,7.53,20.41,8.41,11.94,14.05,15.88,11.34,6.36,4.84,90.72,4.15,0.24,2.18,0.05,0.92,1.75,2.77,89.07,4.46,7.54,7.46,6.28,10.59,51.29,3.05,20.26,79.17,8.11,1914
Missouri,Shannon,49.83,50.17,7.04,18.67,7.46,8.6,11.05,16.09,14.63,10.73,6.59,96.0,0.2,0.91,0.18,0.0,0.44,2.27,1.65,94.94,16.02,14.0,6.67,2.23,1.39,37.85,4.93,36.43,63.91,18.21,1685
Missouri,Ste. Genevieve,50.52,49.48,6.24,19.13,7.1,9.5,11.9,17.04,13.81,8.62,7.42,97.63,0.65,0.29,0.27,0.01,0.16,0.99,0.82,97.03,9.79,11.4,9.34,5.28,4.79,49.66,2.98,27.48,71.01,11.6,1682
Missouri,St. Francois,53.24,46.76,6.81,17.08,9.5,12.93,13.23,15.25,11.46,7.85,6.46,93.61,4.25,0.38,0.37,0.05,0.19,1.16,1.19,92.77,11.4,11.02,7.08,3.61,3.8,39.02,4.55,35.46,64.86,11.75,1683
Missouri,St. Louis,47.34,52.66,6.53,19.18,8.52,10.89,12.29,15.58,12.87,7.43,7.53,70.27,23.33,0.2,3.46,0.03,0.85,1.86,2.51,68.87,8.05,9.57,7.53,5.26,10.11,49.0,3.77,26.36,73.66,9.74,1915
Missouri,Saline,49.54,50.46,7.01,18.58,11.21,10.47,11.11,14.07,12.46,7.92,7.91,86.16,5.28,0.32,0.53,0.68,4.63,2.4,8.24,83.19,12.36,11.26,8.09,3.54,2.99,45.37,2.74,30.7,66.01,13.62,1916
Missouri,Schuyler,48.63,51.37,7.09,20.92,7.2,8.46,11.26,14.33,11.89,10.7,8.94,98.6,0.02,0.16,0.23,0.0,0.18,0.81,0.65,98.24,19.03,15.3,8.35,1.62,3.02,42.77,3.02,32.25,64.16,15.73,1917
Missouri,Scotland,48.63,51.37,8.84,21.19,7.72,9.0,10.55,13.67,11.63,9.17,8.98,98.62,0.06,0.25,0.23,0.0,0.37,0.47,0.68,98.29,13.94,10.68,9.54,2.75,3.99,47.76,2.02,25.81,60.19,20.63,1918
Missouri,Scott,48.17,51.83,7.71,19.41,8.1,10.81,12.47,14.58,12.6,8.43,6.56,85.75,11.4,0.21,0.34,0.03,0.65,1.62,1.8,84.86,13.54,10.98,7.67,3.57,3.84,45.77,3.99,28.29,71.2,13.06,1684
Missouri,Texas,52.02,47.98,6.73,17.19,8.28,10.42,11.2,15.39,13.37,10.06,7.94,93.56,3.37,0.69,0.31,0.03,0.22,1.83,1.63,92.32,14.2,12.58,5.41,2.24,2.19,33.84,2.66,42.04,60.82,14.55,1689
Missouri,Shelby,49.03,50.97,7.42,19.58,6.35,10.09,9.89,14.88,13.1,9.57,9.87,98.05,0.5,0.17,0.2,0.0,0.33,0.74,1.11,97.32,15.44,14.4,7.08,3.69,1.84,47.32,1.91,29.58,64.11,15.14,1919
Missouri,Stoddard,48.56,51.44,6.79,18.19,7.96,10.3,12.24,14.62,12.86,9.49,8.35,97.27,0.92,0.36,0.17,0.01,0.26,1.01,1.19,96.54,14.15,12.11,6.86,4.01,3.35,42.3,4.46,33.5,66.88,14.55,1686
Missouri,Stone,49.28,50.72,4.85,15.83,5.26,7.34,10.45,15.05,17.53,15.56,8.88,97.2,0.16,0.57,0.3,0.03,0.39,1.35,1.72,96.07,12.11,13.24,8.75,4.48,3.43,41.19,4.88,36.04,59.53,15.38,1687
Missouri,Sullivan,51.13,48.87,7.02,19.27,7.21,9.99,12.7,14.37,13.21,8.97,8.07,88.73,0.51,0.66,0.12,0.13,8.67,1.19,18.59,79.68,15.8,13.15,6.66,1.98,1.76,42.08,3.68,32.54,64.28,18.16,1920
Missouri,Taney,48.67,51.33,6.62,17.45,9.57,10.39,11.91,13.75,13.18,10.64,7.07,93.61,0.87,0.79,0.65,0.09,1.8,2.18,4.83,91.11,11.91,12.66,7.26,3.69,3.73,45.51,3.67,27.46,61.25,18.53,1688
Missouri,Vernon,48.53,51.47,7.62,19.66,8.06,9.98,11.42,14.36,13.2,8.45,7.98,96.46,0.48,0.73,0.49,0.04,0.41,1.39,1.59,95.45,14.24,12.91,5.83,3.45,2.94,44.74,3.45,28.55,66.12,14.44,684
Missouri,Warren,49.82,50.18,7.78,19.12,7.75,10.8,12.04,16.3,12.21,8.69,5.92,94.38,1.91,0.41,0.42,0.03,1.08,1.77,2.94,92.89,8.93,9.65,6.97,5.27,6.46,45.16,4.26,26.08,72.86,11.48,1921
Missouri,Washington,51.3,48.7,7.2,18.75,8.11,11.12,13.39,16.12,12.57,8.26,5.15,95.82,2.21,0.4,0.19,0.02,0.15,1.21,1.01,95.13,12.58,11.26,6.16,3.52,2.48,34.78,5.52,37.39,67.95,14.38,1690
Missouri,Wayne,50.09,49.91,5.77,17.03,6.73,8.36,11.54,15.15,14.66,12.8,8.61,97.17,0.28,0.41,0.24,0.01,0.3,1.59,1.04,96.54,17.39,14.14,6.21,3.0,2.43,38.55,3.31,38.5,63.41,14.42,1691
Missouri,Webster,50.54,49.46,8.17,21.98,7.33,10.41,13.26,14.95,11.62,7.68,5.44,96.28,0.9,0.67,0.2,0.02,0.38,1.54,1.69,95.21,10.07,11.78,7.02,3.74,3.09,41.89,2.88,29.73,67.84,16.8,1692
Missouri,Worth,49.1,50.9,5.11,17.37,6.36,8.25,9.53,16.26,14.0,11.88,11.79,97.7,0.55,0.23,0.28,0.0,0.6,0.64,1.06,97.42,12.34,18.79,10.18,2.67,1.01,51.31,2.67,29.11,59.37,16.21,685
Missouri,Wright,48.77,51.23,7.72,20.24,7.41,9.18,11.45,14.67,12.47,9.74,7.75,97.2,0.47,0.56,0.29,0.04,0.16,1.28,1.26,96.32,16.35,13.0,6.14,2.17,2.2,36.58,4.2,36.05,65.1,16.8,1693
Missouri,St. Louis City,48.28,51.72,6.96,16.05,12.85,16.0,12.6,14.03,10.84,5.54,5.48,43.93,49.22,0.26,2.91,0.02,1.28,2.37,3.49,42.19,17.09,11.99,6.88,3.57,4.46,46.09,6.68,27.4,69.71,16.64,1922
Montana,Blaine,50.04,49.96,9.67,22.52,8.13,9.83,10.06,14.45,12.11,6.92,6.59,48.22,0.11,49.42,0.09,0.02,0.18,1.96,1.77,47.87,12.83,12.23,5.79,2.7,2.46,36.59,3.14,32.8,60.55,25.45,1099
Montana,Big Horn,49.7,50.3,11.26,24.0,9.97,10.31,10.82,13.0,11.17,6.09,3.94,31.36,0.24,64.32,0.46,0.02,0.98,2.61,3.96,30.38,9.45,8.57,4.87,2.62,2.35,38.12,7.96,23.35,65.33,24.49,1098
Montana,Beaverhead,51.17,48.83,5.85,16.72,11.91,9.11,9.85,14.77,15.43,9.89,7.04,94.8,0.25,1.37,0.39,0.41,1.16,1.62,3.66,92.66,14.19,10.89,9.07,4.16,4.06,49.52,2.43,29.81,57.22,21.05,1097
Montana,Broadwater,51.16,48.84,6.25,18.46,5.51,8.02,11.99,17.12,15.73,10.55,7.22,96.24,0.27,1.3,0.16,0.2,0.32,1.51,2.25,94.62,7.59,13.61,5.02,4.81,2.42,41.36,2.71,27.57,63.04,18.46,1100
Montana,Dawson,50.55,49.45,6.34,16.55,8.87,10.28,10.32,15.66,14.72,8.72,9.19,95.72,0.3,1.74,0.3,0.04,0.3,1.59,1.99,94.55,9.17,11.19,9.2,5.71,6.17,50.0,1.27,30.48,64.7,12.57,1107
Montana,Carter,50.52,49.48,3.71,15.69,6.21,7.24,8.53,17.67,18.1,11.38,11.81,97.84,0.09,0.95,0.09,0.0,0.26,0.78,0.69,97.59,16.21,15.52,9.22,4.66,4.4,64.31,0.26,30.78,53.1,23.62,1102
Montana,Carbon,50.65,49.35,4.87,17.06,4.46,8.34,10.97,18.59,17.95,10.6,8.21,97.17,0.33,0.83,0.22,0.03,0.42,1.0,1.87,95.93,10.76,10.13,10.07,4.66,5.55,51.56,2.02,27.54,64.7,16.13,1101
Montana,Cascade,49.88,50.12,7.4,17.43,10.34,11.26,11.11,14.75,12.67,8.22,7.38,89.25,1.24,4.29,0.84,0.11,0.65,3.62,3.33,87.42,11.33,12.14,7.89,4.82,4.6,44.9,2.69,27.81,66.96,15.32,1103
Montana,Chouteau,49.22,50.78,8.03,21.09,6.8,8.65,10.01,14.55,14.45,8.83,8.52,75.85,0.05,21.8,0.36,0.1,0.28,1.57,1.62,75.47,11.27,10.68,7.76,4.27,3.35,43.52,1.62,30.54,60.88,21.04,1104
Montana,Deer Lodge,52.93,47.07,4.93,16.09,7.64,8.78,11.88,15.53,16.39,10.26,8.91,93.14,0.41,3.07,0.31,0.04,0.52,2.52,2.91,91.61,15.52,12.81,6.78,5.53,3.85,49.81,4.02,32.59,60.37,14.0,1108
Montana,Fallon,50.73,49.27,8.17,16.57,6.82,10.83,10.0,16.4,13.94,8.13,9.31,97.37,0.07,0.42,0.59,0.07,0.17,1.31,1.18,96.64,10.73,9.79,9.65,4.29,6.82,55.99,1.8,20.73,66.37,16.06,1109
Montana,Fergus,50.24,49.76,5.83,16.17,5.39,9.06,10.46,15.58,16.64,10.98,10.51,96.61,0.22,1.23,0.23,0.0,0.19,1.52,1.48,95.68,13.74,13.23,6.42,5.0,4.47,48.96,1.92,31.5,58.0,18.67,1110
Montana,Custer,49.66,50.34,6.73,17.77,8.34,9.87,10.9,15.39,14.03,8.3,9.17,95.51,0.29,1.68,0.32,0.08,0.55,1.58,2.25,94.1,13.66,15.02,7.64,4.08,3.78,50.23,1.62,26.93,64.98,14.98,1105
Montana,Daniels,50.31,49.69,6.23,16.22,3.6,8.05,8.62,16.22,16.62,10.85,13.99,95.72,0.17,2.11,0.23,0.0,0.11,1.66,1.54,94.4,12.51,14.73,7.6,4.74,4.57,48.2,1.37,26.27,59.62,15.25,1106
Montana,Granite,50.89,49.11,4.48,14.19,3.73,7.31,9.0,17.18,20.36,15.72,8.74,97.47,0.1,0.42,0.1,0.03,0.19,1.69,1.43,96.39,16.34,14.78,7.79,4.48,4.06,42.45,2.31,37.97,54.56,20.53,1116
Montana,Flathead,49.79,50.21,6.96,18.37,7.24,10.8,11.99,15.87,15.04,8.22,6.19,95.46,0.22,1.13,0.58,0.06,0.42,2.12,2.28,93.96,9.97,12.09,8.3,4.18,5.43,46.72,3.06,27.63,65.81,18.84,1111
Montana,Gallatin,51.91,48.09,6.93,15.94,16.25,14.96,12.49,13.29,11.03,5.21,4.25,95.05,0.32,0.87,1.15,0.08,0.68,1.85,2.76,93.33,8.4,11.51,8.21,5.08,6.73,55.48,2.75,21.4,71.84,15.45,1112
Montana,Garfield,51.16,48.84,7.55,16.92,4.56,9.62,10.12,13.68,17.66,11.69,8.87,98.59,0.25,0.41,0.08,0.0,0.17,0.5,0.25,98.42,11.53,13.35,9.37,2.74,4.98,55.47,0.91,23.3,47.76,31.09,1113
Montana,Glacier,48.92,51.08,10.16,23.98,9.56,10.6,10.72,14.98,10.21,5.94,4.61,31.08,0.13,65.64,0.19,0.01,0.17,2.78,1.8,30.73,10.81,8.14,6.11,2.92,3.75,42.85,7.24,20.99,65.02,24.11,1114
Montana,Golden Valley,52.38,47.62,3.85,20.81,4.86,5.54,10.63,16.4,17.65,12.1,9.28,94.0,0.0,1.02,0.68,0.0,2.15,2.15,3.51,92.99,13.01,12.56,6.67,2.83,2.71,41.86,1.58,28.51,54.98,23.76,1115
New York,Genesee,49.53,50.47,6.21,18.3,8.77,9.73,12.73,16.73,12.75,7.96,7.67,92.86,2.68,1.13,0.59,0.01,0.96,1.77,2.69,91.53,8.89,11.02,8.91,5.29,5.49,49.62,3.56,26.83,72.81,9.34,2838
New York,Greene,52.17,47.83,5.14,16.33,9.11,8.81,12.79,16.71,14.58,9.65,7.65,90.29,5.74,0.29,0.79,0.04,1.12,1.72,4.91,87.07,9.28,11.12,7.79,4.32,5.08,42.49,3.13,36.84,66.66,9.94,2839
New York,Livingston,50.18,49.82,5.44,17.56,13.57,9.05,12.12,16.36,12.87,7.23,6.51,93.84,2.44,0.29,1.2,0.03,0.76,1.45,2.76,92.21,8.12,9.6,7.84,5.46,5.88,47.32,2.66,32.25,69.89,8.19,2844
Montana,Hill,50.46,49.54,8.68,20.31,10.42,11.12,10.56,14.31,12.57,6.49,6.18,73.91,0.31,21.73,0.42,0.04,0.28,3.32,2.32,72.94,11.49,9.93,6.83,4.17,5.38,46.17,2.65,26.91,66.41,19.41,1117
Montana,Jefferson,50.97,49.03,5.49,19.95,4.82,7.15,11.81,18.86,18.97,9.24,4.83,95.47,0.14,1.43,0.35,0.02,0.37,2.23,1.96,94.02,6.81,10.54,7.92,5.57,7.99,48.45,2.21,28.72,70.53,14.62,1118
Montana,Judith Basin,51.88,48.12,5.26,17.86,4.34,7.72,9.85,17.86,17.23,11.73,9.07,98.26,0.05,0.82,0.1,0.0,0.1,0.68,1.16,97.2,12.45,12.84,7.67,4.25,4.63,41.65,1.45,39.72,54.39,24.08,1119
Montana,Lake,49.48,50.52,7.97,19.36,7.64,9.31,10.23,14.46,14.72,9.7,7.11,69.38,0.34,22.01,0.4,0.06,0.53,7.27,3.47,68.07,13.88,12.17,7.79,3.49,4.47,41.12,5.02,31.52,58.56,23.91,1120
New York,Herkimer,48.95,51.05,6.18,18.51,8.56,9.26,12.07,15.65,13.79,8.58,8.25,96.59,1.08,0.24,0.51,0.02,0.34,1.21,1.61,95.62,11.49,11.87,8.29,4.79,4.3,45.78,3.24,30.94,71.4,10.34,2841
New York,Hamilton,50.58,49.42,4.05,13.98,4.8,6.76,10.9,17.31,19.6,13.48,9.88,97.29,0.72,0.23,0.5,0.08,0.08,1.1,1.05,96.44,11.12,13.67,10.44,6.41,7.59,49.75,1.18,35.3,63.59,13.19,2840
New York,Jefferson,50.92,49.08,8.78,18.43,12.73,13.47,12.63,13.11,10.04,5.9,5.26,88.66,5.06,0.5,1.31,0.26,1.44,2.78,5.29,85.76,10.19,11.37,7.5,4.32,4.57,39.64,3.93,26.89,72.95,11.25,2842
New York,Kings,47.17,52.83,7.62,18.0,11.04,15.18,13.64,12.94,10.62,6.1,5.39,42.8,34.34,0.54,10.47,0.05,8.75,3.05,19.81,35.67,11.25,8.67,5.94,3.75,6.48,43.36,3.98,30.11,73.73,14.3,3027
New York,Lewis,50.28,49.72,7.1,19.72,7.78,9.92,12.15,16.35,12.67,7.74,7.31,97.7,0.68,0.2,0.28,0.06,0.21,0.88,1.32,96.82,9.99,12.93,8.43,4.36,4.02,44.94,3.1,29.07,73.21,11.25,2843
New York,Niagara,48.51,51.49,5.89,17.78,9.13,9.82,12.34,16.47,13.4,7.85,8.04,88.55,6.86,1.06,0.84,0.03,0.51,2.16,2.17,87.27,11.0,10.78,8.08,4.84,6.02,45.92,3.75,30.75,73.56,9.24,2848
New York,Madison,49.11,50.89,5.91,19.0,12.46,8.77,12.01,16.19,12.61,7.69,6.26,94.96,1.84,0.71,0.79,0.02,0.37,1.3,1.79,93.84,7.51,9.89,7.86,5.05,6.24,46.73,3.16,29.91,70.4,9.05,2845
New York,Monroe,48.24,51.76,6.4,18.66,11.04,10.77,12.47,15.14,12.34,7.0,6.92,76.11,15.2,0.29,3.26,0.03,2.54,2.57,7.26,72.82,9.38,9.67,7.54,4.91,7.62,47.0,3.68,28.81,75.0,8.38,2846
New York,Montgomery,48.68,51.32,6.75,18.66,8.34,10.08,12.19,14.74,13.39,7.47,9.12,90.64,1.89,0.34,0.73,0.04,4.4,1.95,11.26,85.09,11.5,11.69,7.62,4.72,4.93,44.45,4.93,29.4,72.0,10.79,2847
New York,Nassau,48.37,51.63,6.18,19.29,8.25,9.52,13.26,16.27,12.87,7.34,7.94,72.98,11.13,0.24,7.63,0.03,5.61,2.38,14.58,65.49,3.76,4.65,4.78,4.36,15.52,48.54,3.01,27.16,73.92,9.67,3028
New York,New York,46.94,53.06,5.08,11.0,12.74,19.06,14.76,12.8,11.24,7.27,6.23,57.45,15.56,0.55,11.32,0.06,11.08,3.99,25.45,48.02,11.3,7.76,6.3,4.55,16.26,53.47,4.6,28.23,73.33,10.37,3029
New York,Putnam,49.93,50.07,5.89,20.07,7.16,8.46,14.69,18.83,13.48,7.26,5.19,90.73,2.36,0.18,1.89,0.04,2.84,1.97,11.69,82.95,3.52,5.49,5.2,5.63,15.17,49.37,2.99,26.39,77.18,8.5,3030
New York,Oneida,49.83,50.17,6.24,17.89,9.7,10.11,12.42,15.29,12.82,7.87,8.38,87.14,6.25,0.26,2.8,0.03,1.45,2.07,4.61,84.83,10.66,10.2,7.65,4.77,5.92,44.9,3.3,32.14,71.04,8.25,2849
New York,Onondaga,48.15,51.85,6.46,18.95,10.83,10.64,12.31,15.32,12.22,6.84,7.2,81.13,10.97,0.82,3.09,0.03,1.17,2.79,4.03,79.23,9.65,9.76,7.3,4.83,7.76,47.5,3.27,28.02,73.27,9.77,2850
New York,Ontario,48.87,51.13,6.03,18.77,8.58,8.82,12.79,16.3,14.18,8.19,7.21,93.65,2.25,0.26,1.04,0.02,1.11,1.67,3.41,91.84,7.94,9.69,8.44,5.6,8.13,49.84,3.1,25.59,73.66,8.75,2851
New York,Orange,49.97,50.03,7.91,21.68,9.29,10.05,14.04,15.59,11.28,6.02,4.97,77.2,10.18,0.47,2.39,0.03,6.6,3.13,18.02,68.2,5.38,6.3,6.12,4.93,10.64,45.71,3.06,24.38,76.01,10.29,2852
New York,Orleans,49.51,50.49,5.9,18.63,8.84,10.02,13.11,16.99,12.82,7.8,6.6,89.84,5.88,0.58,0.42,0.02,1.32,1.94,4.1,87.82,9.24,9.85,7.31,5.63,4.66,43.34,4.24,33.17,70.16,10.49,2853
New York,Otsego,48.37,51.63,4.96,16.94,14.78,8.17,10.76,14.84,13.77,8.75,7.76,94.66,1.71,0.19,1.08,0.03,0.66,1.66,3.09,92.73,10.85,11.39,8.3,4.47,5.03,47.9,4.22,31.93,66.22,9.89,2855
New York,Oswego,49.84,50.16,6.36,19.51,11.56,9.54,12.77,16.07,12.37,7.03,5.58,96.33,0.8,0.43,0.59,0.01,0.53,1.31,2.09,95.07,10.12,10.19,7.64,4.32,5.2,44.35,4.97,30.02,73.96,9.72,2854
New York,Saratoga,49.21,50.79,6.2,18.51,7.78,10.21,14.52,16.56,13.39,7.61,6.04,94.34,1.49,0.18,1.78,0.02,0.53,1.66,2.4,92.73,6.45,8.22,7.83,6.29,10.67,50.87,2.56,25.0,77.04,7.78,3034
New York,Queens,48.41,51.59,6.45,16.04,10.14,14.59,14.63,14.47,11.37,6.75,6.08,39.72,19.13,0.69,22.94,0.07,12.93,4.52,27.51,27.65,7.46,8.22,6.71,4.63,7.7,47.79,4.44,28.14,69.21,18.02,3031
New York,Rensselaer,49.37,50.63,6.05,17.66,11.18,10.88,12.76,15.56,13.04,6.99,6.56,87.52,6.48,0.24,2.21,0.02,1.12,2.41,3.81,85.65,8.55,9.74,7.49,5.8,8.27,50.55,4.0,25.75,74.6,8.99,3032
New York,Richmond,48.49,51.51,6.7,18.69,9.39,11.46,14.0,15.31,12.51,6.96,5.7,72.89,10.64,0.36,7.5,0.05,5.97,2.59,17.29,64.04,6.27,6.17,5.91,5.11,11.58,44.35,2.91,31.08,78.01,8.42,2856
New York,Rockland,49.05,50.95,8.44,21.85,8.61,10.0,12.36,14.36,11.73,7.14,6.28,73.24,11.89,0.29,6.19,0.04,5.83,2.52,15.65,65.34,4.46,4.94,4.92,4.08,12.9,45.22,2.57,25.84,74.91,10.4,3033
New York,St. Lawrence,50.79,49.21,6.43,17.81,13.89,9.91,11.86,14.41,12.4,7.49,6.4,93.85,2.16,1.01,0.97,0.03,0.6,1.37,1.92,92.85,11.2,10.6,7.46,4.12,4.16,41.32,3.96,35.59,65.13,12.02,2857
New York,Tioga,49.57,50.43,6.55,19.06,7.0,9.34,12.31,17.71,13.22,8.59,7.12,96.93,0.73,0.17,0.73,0.03,0.29,1.12,1.36,96.05,8.56,10.43,9.39,5.47,6.05,48.31,3.63,27.4,74.34,9.22,2863
New York,Schenectady,48.38,51.62,6.58,18.45,9.14,10.73,12.83,15.65,12.42,6.91,8.01,79.63,9.51,0.37,3.21,0.07,3.47,3.75,5.7,77.17,8.56,8.5,7.54,5.35,7.91,47.28,3.22,28.16,73.6,9.83,3035
New York,Schoharie,50.0,50.0,5.22,17.64,10.5,8.96,12.05,15.66,14.91,8.91,7.03,95.89,1.33,0.21,0.66,0.02,0.52,1.37,2.82,93.87,9.0,10.48,8.06,5.12,7.0,46.85,4.75,30.82,69.69,9.57,2858
New York,Schuyler,49.73,50.27,5.39,18.0,7.42,8.72,12.56,16.8,15.04,9.37,7.62,97.06,0.87,0.26,0.29,0.02,0.2,1.31,1.28,96.2,9.38,12.58,9.8,4.16,4.87,46.92,2.81,32.64,71.28,10.42,2859
New York,Seneca,52.35,47.65,6.03,17.33,9.61,10.45,12.48,15.64,13.7,8.03,7.5,92.45,4.56,0.3,0.69,0.01,0.68,1.31,2.7,90.77,8.89,11.15,7.56,4.79,4.83,43.98,2.27,34.99,67.03,10.38,2860
New York,Steuben,49.63,50.37,6.46,19.15,7.54,9.96,12.49,15.61,13.77,8.3,7.57,95.28,1.56,0.23,1.17,0.02,0.35,1.4,1.38,94.43,11.47,11.86,7.77,4.26,5.6,44.37,3.86,30.51,72.75,10.69,2861
New York,Suffolk,49.2,50.8,6.48,19.73,8.48,10.02,14.29,16.46,11.93,7.23,6.28,80.78,7.45,0.36,3.41,0.03,5.56,2.41,16.49,71.57,3.87,5.1,5.57,5.03,13.59,48.77,2.99,26.15,75.12,10.07,3036
New York,Sullivan,51.08,48.92,6.54,18.09,8.1,10.02,12.65,16.44,14.04,8.62,6.15,81.96,9.08,0.46,1.39,0.03,4.16,2.92,13.61,74.51,10.12,9.88,7.52,4.81,6.0,44.2,4.29,31.54,69.58,12.97,2862
New York,Washington,51.82,48.18,5.88,17.22,8.54,10.46,13.58,16.27,13.39,8.24,7.12,94.62,2.99,0.2,0.42,0.02,0.68,1.06,2.29,93.32,9.18,10.79,8.79,5.23,4.93,45.86,3.88,31.44,69.61,10.8,3038
New York,Tompkins,49.26,50.74,4.7,15.72,24.43,11.78,10.22,11.8,11.13,5.62,5.14,82.65,3.96,0.35,8.6,0.04,1.16,3.24,4.2,80.24,9.84,9.56,6.65,4.02,7.78,49.77,2.43,32.68,67.55,9.09,2864
New York,Ulster,49.76,50.24,5.49,16.94,9.66,9.74,13.23,16.82,14.04,7.93,6.89,86.68,6.02,0.33,1.7,0.02,2.49,2.77,8.72,81.7,7.76,8.95,7.71,5.35,8.96,49.2,3.4,29.31,70.78,10.69,2865
New York,Warren,48.83,51.17,5.48,17.13,7.4,9.43,12.67,16.6,14.93,9.07,8.05,96.48,0.9,0.22,0.69,0.01,0.32,1.38,1.79,95.25,9.34,11.75,9.0,5.67,7.66,48.44,3.06,29.92,72.3,9.85,3037
New York,Wayne,49.61,50.39,6.53,19.5,7.22,9.31,13.45,17.04,13.6,7.84,6.41,92.94,3.08,0.28,0.5,0.03,1.26,1.92,3.71,90.98,8.32,10.26,8.65,5.68,6.14,48.64,3.51,26.27,75.14,9.73,2866
New York,Westchester,48.11,51.89,6.75,19.36,7.95,10.26,14.01,15.7,12.11,7.25,7.41,68.11,14.55,0.42,5.45,0.04,8.27,3.16,21.81,57.38,5.53,6.33,5.45,4.34,14.78,47.6,3.32,26.84,72.62,10.57,3039
New York,Wyoming,54.45,45.55,5.55,17.01,8.11,11.93,14.34,16.89,13.29,7.61,5.97,91.57,5.63,0.3,0.38,0.02,1.21,0.88,2.95,90.24,8.76,9.53,8.54,5.34,4.49,43.78,3.03,34.99,67.91,9.31,2867
New York,Yates,48.44,51.56,6.81,20.21,9.78,8.26,10.22,14.98,13.79,9.0,7.63,97.23,0.8,0.15,0.38,0.02,0.36,1.06,1.66,96.15,10.28,9.71,8.04,4.36,5.26,45.31,2.54,29.85,67.48,11.68,2868
North Carolina,Anson,52.01,47.99,6.23,17.7,8.98,11.78,13.84,14.82,12.87,7.87,6.47,47.15,48.58,0.61,1.07,0.01,1.32,1.25,3.01,45.81,11.76,13.68,5.2,2.78,1.97,36.83,5.76,37.16,63.0,13.97,2604
North Carolina,Avery,54.45,45.55,4.62,14.4,9.69,11.22,14.27,15.09,13.88,9.59,7.81,91.95,3.98,0.42,0.31,0.04,2.44,0.84,4.48,90.07,14.49,11.67,6.71,3.37,4.18,42.43,3.15,39.71,52.13,17.73,2243
North Carolina,Alexander,50.6,49.4,6.61,18.09,7.09,10.6,14.34,15.53,13.3,9.13,5.99,89.59,5.49,0.26,0.97,0.03,2.25,1.41,4.3,87.83,11.43,9.91,8.0,3.5,3.24,44.09,5.18,29.08,65.52,16.55,2240
