State,County,Population for whom poverty status is determined,Under 18 years (in poverty),18 to 64 years (in poverty),60 years and over (in poverty),65 years and over (in poverty),White alone (in poverty),Black or African American alone (in poverty),American Indian and Alaska Native alone (in poverty),Asian alone (in poverty),Native Hawaiian and Other Pacific Islander alone (in poverty),Some other race alone (in poverty),Two or more races (in poverty),Hispanic or Latino origin (in poverty),White alone (not Hispanic or Latino) (in poverty),Less than high school graduate (in poverty),High school graduate (in poverty),Some college or Associate's degree (in poverty),Bachelor's degree or higher (in poverty),Employed (in poverty),Unemployed (in poverty),Income below 50% poverty level,Income below 125% poverty level,Income below 150% poverty level,Income below 185% poverty level,Income below 200% poverty level,Income below 300% poverty level,Income below 400% poverty level,Income below 500% poverty level,"FID"
Utah,Sanpete,"27,425",26.87,58.05,21.0,15.08,90.22,0.29,0.89,0.46,0.56,6.11,1.47,7.74,88.91,4.19,17.67,23.14,13.51,45.5,1.96,6.51,20.41,25.79,34.16,37.92,59.96,74.05,85.78,2697
Utah,Sevier,"21,094",29.16,54.51,22.87,16.33,94.49,0.63,1.17,0.3,0.28,1.89,1.24,5.05,91.92,5.51,19.65,24.53,13.25,42.28,2.96,5.85,17.88,23.63,33.9,36.44,57.37,73.04,84.75,2702
Utah,Summit,"41,485",24.34,63.2,19.5,12.45,91.61,0.63,0.39,1.72,0.0,1.92,3.73,11.13,84.5,3.18,10.71,15.36,37.77,55.29,1.19,3.0,5.65,8.24,11.92,13.61,27.63,39.81,48.55,2703
Utah,Tooele,"68,891",32.23,58.76,14.03,9.01,88.53,0.63,0.53,0.62,0.66,4.05,4.98,12.68,82.12,4.68,18.66,21.73,13.59,47.83,2.6,2.77,9.51,14.78,20.73,23.95,47.36,64.3,76.52,2707
Utah,Uintah,"35,314",33.2,56.22,14.87,10.58,86.86,0.41,7.01,0.76,0.08,1.24,3.65,8.35,81.1,6.59,22.03,19.93,9.61,40.39,3.02,6.56,19.11,26.02,32.28,36.26,57.52,73.61,82.68,2539
Utah,Utah,"606,503",33.8,58.42,11.01,7.78,90.16,0.59,0.54,1.4,0.84,2.08,4.39,11.95,81.95,2.43,8.44,18.85,20.95,47.03,1.76,4.74,13.6,17.68,24.51,27.22,47.68,65.06,77.25,2555
Utah,Wasatch,"32,924",31.5,56.99,17.05,11.51,91.71,0.65,0.34,1.04,0.0,1.94,4.32,13.57,83.3,2.73,12.29,18.72,26.42,49.9,0.91,1.83,8.26,9.72,14.27,16.67,40.3,58.01,67.08,2567
Utah,Washington,"170,158",25.96,52.46,27.25,21.58,90.01,0.67,1.33,0.91,0.7,3.68,2.69,10.56,84.12,3.97,14.59,27.6,19.19,42.34,1.48,3.7,14.41,19.06,25.24,28.86,48.62,66.1,77.94,2577
Utah,Wayne,"2,661",25.97,52.72,27.55,21.31,97.48,0.08,0.64,0.15,0.83,0.08,0.75,5.98,91.85,6.88,12.81,31.6,16.42,43.33,0.79,5.75,16.87,21.91,34.35,36.04,65.58,77.56,82.56,2580
Utah,Weber,"252,273",28.15,60.22,16.52,11.63,87.87,0.96,0.66,1.26,0.26,4.33,4.67,18.35,75.97,5.19,18.09,23.2,15.75,50.13,1.72,3.74,11.87,15.34,21.61,25.62,46.06,64.47,77.72,2587
Vermont,Addison,"33,844",17.86,60.84,29.42,21.3,95.22,0.98,0.32,1.04,0.02,0.33,2.09,1.7,94.42,4.2,22.5,17.54,30.91,56.27,2.05,3.29,10.36,13.38,18.13,20.77,36.8,52.63,65.57,2590
Vermont,Bennington,"34,290",19.43,57.93,31.69,22.64,95.49,0.7,0.4,0.8,0.13,0.36,2.12,2.01,94.2,5.21,20.45,19.54,27.68,47.94,2.09,5.56,15.59,19.63,24.28,27.26,43.62,60.3,70.5,2591
Vermont,Caledonia,"29,084",19.31,59.49,30.31,21.2,95.31,0.63,0.17,0.48,0.0,0.74,2.66,1.66,94.34,5.18,25.36,20.0,22.65,51.29,1.59,5.63,16.69,21.1,28.03,32.34,51.27,67.7,79.23,2596
Vermont,Chittenden,"153,891",18.62,65.82,22.69,15.56,89.24,2.71,0.17,3.83,0.04,0.56,3.47,2.36,87.87,3.48,12.81,16.52,36.94,57.85,2.08,5.2,14.29,17.3,21.63,23.53,36.18,48.22,61.86,2599
Vermont,Essex,"6,164",17.07,56.68,35.2,26.25,96.09,0.75,0.06,0.44,0.0,0.28,2.38,1.4,94.97,8.96,33.73,20.17,14.21,45.34,2.48,5.79,20.73,24.76,30.3,34.13,57.27,71.77,82.9,2604
Vermont,Franklin,"48,826",22.16,61.93,22.86,15.9,94.49,0.34,0.65,0.74,0.0,0.63,3.14,1.66,93.74,6.16,26.19,18.99,18.71,51.51,2.38,4.54,13.0,16.27,21.28,24.37,42.5,60.87,73.61,2607
Vermont,Grand Isle,"7,046",16.87,62.35,30.71,20.78,93.73,0.89,1.53,0.54,0.0,0.1,3.21,2.04,92.34,4.64,21.2,18.07,32.09,50.44,2.43,3.59,9.96,11.79,16.51,17.98,32.39,49.45,61.86,2609
Vermont,Lamoille,"24,720",20.16,62.51,25.62,17.33,95.15,1.02,0.59,0.27,0.0,0.4,2.58,1.74,94.49,5.3,17.57,19.36,29.54,55.43,2.05,5.93,15.39,19.03,25.28,27.65,45.67,61.13,71.09,2611
Vermont,Orange,"28,309",18.31,60.4,30.02,21.29,96.25,0.41,0.31,0.34,0.08,0.27,2.35,1.3,95.32,5.46,25.87,19.67,24.02,53.92,2.09,4.28,14.05,18.11,24.07,26.59,43.99,60.61,75.78,2612
Vermont,Orleans,"25,914",20.12,57.49,30.07,22.39,96.13,0.59,0.52,0.19,0.03,0.27,2.28,1.42,94.99,7.37,27.75,19.85,18.13,50.38,2.18,5.16,16.89,22.21,30.0,33.6,50.88,66.57,77.27,2614
Vermont,Rutland,"56,477",18.02,59.75,31.06,22.24,96.13,0.44,0.31,0.8,0.0,0.11,2.22,1.47,95.1,4.52,25.01,20.95,24.22,51.1,1.81,4.0,14.99,18.32,24.58,28.0,45.59,62.62,74.75,2615
Vermont,Washington,"55,999",19.01,61.44,27.05,19.55,95.35,0.78,0.14,0.94,0.08,0.32,2.4,1.53,94.21,4.22,18.72,18.23,32.37,55.09,1.83,5.39,14.8,18.17,23.94,26.8,42.38,57.15,68.85,2617
Vermont,Windham,"40,987",17.96,58.95,31.92,23.09,94.64,0.92,0.26,1.12,0.03,0.17,2.86,2.13,93.04,4.66,22.91,18.25,30.3,52.69,2.36,5.21,18.35,23.36,28.7,31.57,49.98,64.38,75.66,2620
Vermont,Windsor,"54,387",18.14,58.75,31.81,23.11,95.66,0.64,0.17,0.99,0.0,0.44,2.1,1.76,94.55,3.63,22.14,20.33,29.18,51.07,2.0,4.02,12.56,16.88,22.08,25.27,41.09,55.42,69.74,2625
Virginia,Accomack,"32,227",20.94,55.7,30.34,23.36,66.92,28.77,0.15,0.76,0.0,0.46,2.95,8.83,59.98,12.68,26.88,19.12,14.51,42.28,1.66,7.6,27.68,32.29,40.21,44.03,59.73,73.39,84.35,2719
Virginia,Albemarle,"101,147",21.3,59.14,26.49,19.56,82.17,8.84,0.29,4.57,0.05,0.96,3.12,5.75,78.13,5.09,10.29,13.99,42.43,51.06,1.67,3.94,9.4,11.87,16.4,18.14,30.74,45.17,56.13,2728
Virginia,Alleghany,"14,744",19.01,57.66,31.31,23.32,92.84,5.09,0.0,0.03,0.0,0.43,1.59,1.57,91.54,7.54,31.75,24.1,10.75,41.35,1.98,9.35,19.89,23.54,30.14,33.58,55.47,72.41,81.71,2733
Virginia,Amelia,"12,873",21.36,59.64,25.35,18.99,75.43,22.2,0.0,0.01,0.0,0.0,2.36,3.17,72.9,10.01,30.61,17.68,13.02,49.95,2.31,4.02,12.31,21.17,28.71,30.62,44.16,59.92,69.6,2741
Virginia,Amherst,"31,002",19.79,59.2,28.76,21.02,76.58,17.98,0.78,0.65,0.04,0.65,3.31,2.34,74.9,9.72,27.77,20.09,15.67,48.18,2.44,4.83,14.31,20.25,26.22,27.85,49.23,64.57,76.16,2746
Virginia,Appomattox,"15,714",21.17,58.54,28.61,20.29,78.39,19.03,0.04,0.13,0.0,0.36,2.05,1.82,76.88,8.79,26.37,21.05,15.19,46.45,1.32,6.43,17.11,20.89,28.26,30.21,50.76,68.32,77.94,2749
Virginia,Arlington,"233,182",18.09,71.23,15.2,10.68,69.19,8.98,0.35,10.42,0.12,5.09,5.85,15.43,60.96,3.72,5.77,8.25,56.59,63.43,1.84,3.43,8.66,10.41,13.13,14.02,21.82,29.39,37.78,2753
Virginia,Augusta,"71,470",19.85,58.27,29.55,21.88,94.3,2.13,0.1,0.56,0.12,0.81,1.98,2.79,92.61,7.51,28.67,19.51,17.33,50.2,1.51,3.7,11.81,16.23,22.31,25.59,43.5,60.63,75.97,2758
Virginia,Bath,"4,174",15.09,59.13,35.27,25.78,92.19,4.74,0.19,0.38,0.0,0.36,2.13,0.69,91.85,9.61,30.19,25.18,13.94,46.07,3.14,6.47,25.71,32.08,37.21,37.73,42.31,63.82,78.1,2763
Virginia,Bedford County,"78,347",19.8,58.81,29.59,21.39,88.8,6.49,0.05,1.26,0.02,0.66,2.72,2.35,87.27,5.86,21.81,22.55,22.55,46.92,1.67,3.63,11.18,14.26,20.74,23.53,41.19,56.34,69.97,2769
Virginia,Bland,"5,346",18.54,55.65,33.02,25.81,98.52,0.19,0.0,0.15,0.0,0.0,1.14,0.62,97.9,8.87,27.18,27.03,11.95,42.67,1.93,3.68,15.36,18.22,25.85,31.01,54.3,65.23,77.35,2772
Virginia,Botetourt,"33,071",19.4,58.21,30.04,22.39,94.16,2.59,0.12,0.66,0.0,0.41,2.05,1.79,93.0,4.57,25.26,24.01,19.99,49.18,1.43,2.65,9.12,12.57,17.11,19.44,32.89,49.19,65.83,2776
Virginia,Brunswick,"13,866",18.56,56.82,32.17,24.62,42.57,52.95,0.06,0.05,0.0,1.47,2.89,2.22,42.16,16.98,24.84,19.88,12.73,45.14,3.15,5.99,24.72,30.1,38.25,45.46,63.15,73.58,83.33,2777
Virginia,Buchanan,"20,457",16.57,61.03,30.57,22.4,96.81,0.81,0.81,0.19,0.0,0.72,0.66,0.63,96.7,20.96,27.88,18.2,9.12,31.02,2.14,9.31,31.4,38.33,48.99,51.84,67.86,80.86,89.83,2784
Virginia,Buckingham,"14,871",20.4,58.23,27.89,21.38,64.3,29.91,0.89,0.05,0.0,1.83,3.03,2.05,64.08,12.1,31.14,20.02,10.73,44.51,2.73,6.12,24.47,28.61,36.1,40.37,58.59,72.34,81.64,2785
Virginia,Campbell,"54,707",19.93,60.18,27.35,19.89,80.93,13.98,0.18,0.96,0.02,0.5,3.43,2.73,79.14,7.94,24.09,23.03,17.13,47.56,1.9,4.64,17.17,23.71,29.25,32.02,50.65,69.72,78.57,2788
Virginia,Caroline,"28,299",24.72,58.18,24.15,17.1,65.51,26.74,0.35,0.18,0.0,3.01,4.2,4.29,63.84,8.44,27.38,19.44,14.6,50.39,1.58,4.57,11.33,12.9,19.07,21.99,42.23,56.15,70.09,2793
Virginia,Carroll,"29,636",17.85,57.76,32.75,24.4,97.14,0.6,0.4,0.0,0.0,0.36,1.49,3.75,94.28,14.33,28.79,21.48,11.23,42.61,1.96,5.47,20.83,24.9,33.13,36.44,58.84,79.31,88.4,2797
Virginia,Charles City,"6,944",14.86,60.17,33.61,24.97,44.11,43.95,6.03,1.01,0.0,0.22,4.68,1.94,42.87,14.53,31.32,20.06,12.76,47.84,1.51,6.18,15.35,19.69,26.4,30.95,44.74,61.64,71.6,2806
Virginia,Charlotte,"11,671",21.26,56.46,30.21,22.29,70.47,27.33,0.26,0.37,0.0,0.19,1.38,2.26,68.4,11.2,27.01,22.71,9.98,41.54,2.42,10.42,29.41,33.19,39.47,41.66,64.57,77.76,85.42,2810
Virginia,Chesterfield,"343,883",23.62,61.39,21.19,14.99,65.89,22.63,0.24,3.46,0.04,3.84,3.91,9.16,61.37,5.0,15.67,20.03,27.35,51.5,2.48,3.08,9.05,11.48,16.39,18.3,33.21,49.09,61.84,2816
Virginia,Clarke,"14,248",19.1,60.35,27.78,20.55,89.71,4.46,0.0,1.57,0.0,1.8,2.46,5.71,85.86,5.81,21.05,20.78,25.74,50.7,1.54,2.93,8.64,11.03,14.28,16.73,29.64,42.48,53.64,2819
Virginia,Craig,"5,096",17.56,60.54,31.67,21.9,98.27,0.0,0.0,0.0,0.0,0.0,1.73,0.0,98.27,6.44,28.1,24.63,16.37,46.43,0.82,3.22,14.38,15.19,22.65,30.89,41.62,57.52,73.57,2820
Virginia,Culpeper,"50,250",24.26,59.64,23.11,16.1,75.09,12.95,0.48,1.68,0.13,4.86,4.81,10.8,70.04,8.37,20.76,21.18,17.51,49.77,2.08,2.79,11.26,14.18,20.76,24.4,41.55,55.63,68.68,2824
Virginia,Cumberland,"9,869",19.75,57.99,30.14,22.26,63.52,32.86,0.09,1.03,0.0,0.66,1.83,1.06,63.39,10.48,26.0,24.96,12.18,52.18,1.22,4.16,15.02,17.32,20.76,28.53,52.98,68.96,78.33,2827
Virginia,Dickenson,"14,031",19.76,58.48,28.58,21.76,98.47,0.09,0.04,0.11,0.0,0.06,1.23,0.86,98.08,15.94,26.27,22.69,8.58,31.87,1.63,9.94,29.51,36.61,45.81,47.72,67.2,81.01,89.8,2832
Virginia,Dinwiddie,"27,945",20.96,61.28,24.22,17.76,65.75,31.43,0.02,0.77,0.1,0.84,1.09,3.63,62.56,10.95,26.82,21.49,12.98,48.0,3.11,4.63,14.65,16.49,26.3,31.34,45.77,57.38,70.01,2838
Virginia,Essex,"10,866",18.74,58.87,31.56,22.39,56.86,39.03,0.0,0.58,0.0,1.59,1.94,3.83,54.63,12.11,25.59,22.18,11.63,44.63,3.9,6.52,21.37,27.13,32.38,34.8,53.52,69.91,81.4,2842
Virginia,Fairfax County,"1,138,999",23.49,63.01,19.44,13.5,59.06,9.57,0.28,19.96,0.09,4.98,6.07,16.23,50.04,4.99,8.62,12.27,42.66,53.53,2.21,2.86,8.01,10.0,13.21,14.59,23.2,32.69,41.97,2849
Virginia,Fauquier,"69,983",23.25,60.48,23.04,16.27,85.82,7.24,0.43,1.8,0.04,0.58,4.09,8.6,79.56,5.57,16.73,21.46,25.36,51.61,1.56,2.16,7.12,9.04,11.66,13.0,22.26,36.05,49.95,2853
Virginia,Floyd,"15,668",19.15,58.04,31.14,22.81,94.56,1.58,0.79,0.29,0.0,0.62,2.16,2.92,93.25,8.07,27.02,23.0,16.05,47.29,1.51,5.36,15.11,20.49,28.63,33.99,53.96,68.71,81.96,2856
Virginia,Fluvanna,"25,308",20.13,58.91,28.45,20.95,79.95,13.76,0.07,1.45,0.1,0.96,3.7,3.57,78.28,5.03,16.93,23.93,27.54,50.92,1.32,2.69,8.28,10.03,14.6,15.65,32.24,47.82,63.75,2858
Virginia,Franklin County,"54,498",19.04,57.08,31.88,23.88,89.55,7.01,0.26,0.61,0.0,0.46,2.11,2.66,88.07,8.46,25.54,23.44,17.04,43.76,1.9,6.2,19.14,23.61,28.22,32.6,47.26,62.36,73.63,2862
Virginia,Frederick,"86,333",22.88,59.6,24.32,17.52,89.97,3.44,0.17,1.55,0.04,0.85,3.98,9.07,83.15,7.91,21.93,20.67,18.95,50.01,1.71,2.96,8.64,10.99,15.4,17.94,33.41,47.9,62.83,2868
Virginia,Giles,"16,582",20.32,58.59,28.19,21.09,96.12,1.62,0.0,0.48,0.17,0.0,1.62,1.82,94.8,7.18,27.28,23.9,14.22,45.04,1.95,5.33,14.07,19.06,24.12,27.61,48.47,70.85,81.18,2873
Virginia,Gloucester,"36,774",19.2,61.77,27.1,19.03,87.43,9.88,0.05,0.79,0.0,0.34,1.51,3.75,84.32,7.95,22.72,25.32,17.74,49.66,1.88,4.13,10.01,11.91,17.06,22.24,39.33,54.67,67.41,2887
Virginia,Goochland,"22,318",18.08,58.75,31.36,23.17,80.94,13.11,0.0,1.62,0.0,1.12,3.21,2.91,79.01,4.78,15.86,19.1,34.51,49.29,1.92,2.5,7.09,8.71,10.5,12.47,25.81,39.69,51.65,2892
Virginia,Grayson,"14,591",17.78,56.12,34.53,26.1,95.65,2.19,0.0,1.08,0.0,0.47,0.62,3.27,93.09,12.01,26.9,23.83,12.88,44.08,2.0,4.4,22.4,28.37,35.36,37.39,60.85,76.3,87.84,2896
Virginia,Greene,"19,615",23.85,59.12,24.31,17.03,82.96,7.64,0.21,2.07,0.0,4.03,3.08,6.0,81.06,8.27,20.68,19.53,20.87,51.5,2.36,3.33,13.16,17.19,22.24,25.14,42.67,60.74,71.35,2899
Virginia,Greensville,"8,082",21.36,57.99,28.43,20.65,40.44,57.02,0.0,0.0,0.0,0.0,2.55,1.29,39.38,13.35,24.57,21.31,11.8,45.41,2.56,8.28,18.45,24.12,37.44,38.8,61.53,74.56,82.01,2902
Virginia,Halifax,"33,540",20.82,55.54,30.96,23.64,61.68,34.02,0.25,0.75,0.0,0.12,3.18,2.15,60.08,11.88,26.33,21.67,11.77,41.69,1.68,6.11,20.83,25.65,33.74,37.36,58.26,73.94,84.14,2904
Virginia,Hanover,"104,759",22.08,59.97,24.83,17.95,85.35,8.78,0.3,1.62,0.17,0.99,2.78,3.04,83.61,4.26,17.89,19.65,28.42,52.76,1.76,2.17,6.73,8.74,12.46,14.0,27.71,41.48,56.82,2909
Virginia,Henrico,"327,079",22.71,62.05,21.28,15.24,55.22,29.49,0.17,9.1,0.03,2.14,3.85,5.81,52.38,5.12,14.98,18.48,31.01,53.42,2.26,3.86,11.2,14.53,19.97,21.7,36.82,49.77,63.01,2915
Virginia,Henry,"50,269",19.53,56.69,31.64,23.78,72.39,22.22,0.06,0.63,0.0,2.19,2.51,5.66,69.76,14.42,25.45,22.52,11.26,39.35,2.66,6.1,23.34,31.35,40.71,44.36,67.23,78.75,86.45,2918
Virginia,Highland,"2,185",13.36,47.55,49.84,39.08,95.88,0.0,0.0,3.66,0.0,0.0,0.46,0.0,95.88,7.83,27.51,18.4,23.8,35.33,4.53,3.57,12.63,17.25,25.9,27.64,50.16,65.95,76.89,2920
Virginia,Isle of Wight,"36,812",20.9,60.41,26.97,18.69,71.84,22.8,0.17,0.94,0.02,1.13,3.09,3.51,70.21,7.91,21.29,22.52,20.18,48.86,3.09,4.01,12.86,15.69,19.64,21.44,35.53,48.73,61.66,2925
Virginia,James City,"75,145",19.89,54.84,33.05,25.27,79.19,12.42,0.03,2.87,0.02,0.95,4.52,5.93,75.02,3.13,12.72,19.52,37.53,45.79,1.98,2.65,8.47,10.21,13.42,15.75,29.03,43.64,55.06,2930
Virginia,King and Queen,"6,995",18.77,57.66,29.08,23.57,66.73,28.36,0.1,0.0,0.0,1.77,3.03,3.36,65.93,7.21,27.79,22.17,19.91,50.66,1.86,10.74,15.24,17.06,21.76,23.73,44.47,54.47,70.14,2936
Virginia,King George,"26,292",25.02,61.93,18.98,13.05,76.88,16.6,0.14,1.04,0.0,0.68,4.66,5.55,72.81,4.91,17.95,20.18,23.92,49.98,2.02,2.27,9.12,11.82,15.7,17.6,34.08,49.74,59.4,2938
Virginia,King William,"16,884",22.36,61.67,22.83,15.97,78.68,15.09,0.72,1.4,0.0,0.09,4.0,2.71,77.04,4.0,22.95,25.97,16.81,51.72,2.19,1.5,8.91,12.86,17.37,19.88,38.21,53.71,71.54,2943
Virginia,Lancaster,"10,537",15.92,48.33,45.04,35.74,67.41,28.18,0.0,1.05,0.0,0.25,3.11,0.89,67.09,7.68,24.46,20.75,27.46,37.39,4.11,4.54,17.78,21.9,29.51,30.52,45.03,60.11,66.51,2948
Virginia,Lee,"22,147",19.06,58.15,29.67,22.79,97.96,0.56,0.17,0.27,0.0,0.06,0.98,0.37,97.89,14.67,26.17,25.9,7.59,34.15,3.68,12.25,33.41,38.99,47.65,50.8,69.25,81.97,90.03,2950
Virginia,Loudoun,"403,125",28.02,62.64,13.71,9.34,62.45,7.65,0.29,19.3,0.13,3.71,6.48,13.54,55.15,3.91,7.94,12.86,39.85,54.57,2.02,1.87,4.77,6.34,8.69,9.62,16.96,26.27,35.55,2952
Virginia,Louisa,"36,372",19.86,60.32,29.3,19.82,79.54,14.2,0.13,0.54,0.0,1.06,4.53,3.12,78.0,8.45,24.63,21.5,18.4,47.65,2.6,3.28,17.04,19.8,25.98,27.64,44.09,59.74,69.65,2953
Virginia,Lunenburg,"11,314",21.27,55.25,32.6,23.48,62.9,32.0,0.02,0.54,0.0,2.77,1.78,4.99,60.95,12.27,26.99,22.25,9.68,41.47,1.63,5.15,26.49,29.49,35.86,38.72,59.04,72.64,85.29,2954
Virginia,Madison,"13,014",20.61,56.69,29.97,22.71,86.87,8.6,0.0,0.99,0.0,0.84,2.7,2.99,85.17,8.32,25.4,21.52,18.02,48.35,2.07,4.05,13.55,18.63,23.91,27.47,46.07,60.55,72.23,2955
Virginia,Mathews,"8,667",15.22,54.94,42.09,29.84,88.14,8.05,0.0,0.48,0.0,0.0,3.32,2.76,85.64,6.25,21.61,27.28,22.8,42.46,1.98,5.61,10.78,14.56,17.19,19.46,32.78,50.81,62.18,2962
Virginia,Mecklenburg,"29,672",18.89,55.85,34.21,25.27,63.28,33.37,0.53,0.97,0.01,0.49,1.35,2.87,61.12,10.81,23.63,22.01,17.55,42.77,1.51,8.34,20.9,24.91,33.21,37.22,52.57,67.34,80.59,2964
Virginia,Middlesex,"10,226",15.82,52.04,41.86,32.13,78.68,14.92,0.36,0.7,0.18,2.47,2.68,1.58,77.94,9.28,23.28,23.9,21.56,46.25,2.53,5.54,14.1,17.28,23.7,25.48,45.8,64.95,74.35,2965
Virginia,Montgomery,"88,868",16.8,69.44,19.97,13.77,85.5,3.98,0.4,6.66,0.05,1.14,2.29,3.08,83.98,3.82,14.39,15.53,29.05,47.53,1.68,18.09,25.8,28.02,34.58,36.69,50.0,62.96,71.43,2966
Virginia,Nelson,"14,720",17.41,55.6,36.4,26.98,84.65,13.12,0.0,0.31,0.0,1.06,0.86,4.38,81.13,11.04,27.11,13.7,23.31,46.37,1.48,5.06,13.8,15.79,22.69,23.78,41.15,58.1,69.53,2968
Virginia,New Kent,"21,630",20.04,62.17,25.41,17.79,81.59,11.94,1.05,1.17,0.0,0.91,3.35,3.51,79.27,4.42,22.28,22.69,24.18,52.01,1.67,0.94,8.12,8.72,10.34,13.59,27.84,41.62,55.57,2971
Virginia,Northampton,"11,527",19.58,53.93,35.04,26.49,61.85,33.0,0.02,1.15,0.0,0.69,3.28,8.81,54.85,10.75,25.33,18.5,19.67,41.18,1.88,5.01,21.64,25.77,29.23,32.45,52.23,67.17,77.99,2982
Virginia,Northumberland,"12,103",14.29,47.04,48.94,38.67,70.6,26.51,0.0,0.14,0.0,0.0,2.75,1.41,69.19,6.32,25.12,22.81,26.26,37.78,2.43,7.08,17.38,19.56,24.97,26.94,45.2,59.59,71.54,2983
Virginia,Nottoway,"13,562",21.52,58.86,27.33,19.63,58.69,39.09,0.0,0.29,0.0,1.25,0.67,4.06,56.15,11.25,25.29,21.13,12.06,41.63,1.87,6.21,22.96,26.98,38.48,41.48,59.92,74.38,87.11,2984
Virginia,Orange,"35,850",21.07,59.14,26.16,19.79,79.91,12.84,0.25,1.49,0.0,1.2,4.32,5.3,77.76,7.13,25.59,19.72,18.57,47.89,2.8,5.63,13.78,16.38,20.73,21.84,39.41,55.14,70.67,2985
Virginia,Page,"23,615",20.02,59.02,28.08,20.96,95.03,0.89,0.13,0.55,0.0,0.45,2.95,2.09,93.8,11.55,34.21,16.75,10.56,46.97,2.6,4.58,17.24,20.92,29.95,31.74,55.35,70.85,82.36,2986
Virginia,Patrick,"17,182",17.61,56.19,35.35,26.2,91.75,5.29,0.16,0.44,0.0,1.22,1.14,3.08,89.93,13.05,27.99,23.73,11.62,45.45,1.77,7.69,16.46,21.38,29.03,31.59,54.66,71.46,82.03,2987
Virginia,Pittsylvania,"59,508",18.95,58.16,31.86,22.89,75.7,19.68,0.04,0.44,0.0,1.04,3.1,2.59,74.48,11.55,27.35,23.53,11.46,45.14,2.53,4.59,21.07,26.11,33.4,36.28,55.31,72.34,83.15,2988
Virginia,Powhatan,"26,749",18.62,61.72,27.57,19.66,90.49,5.84,0.03,0.04,0.07,0.45,3.07,1.84,89.26,6.34,20.76,22.4,24.82,52.11,0.76,2.33,5.57,7.75,11.13,12.52,22.89,37.89,53.03,2989
Virginia,Prince Edward,"17,276",18.6,60.51,29.44,20.9,59.56,35.75,0.38,0.31,0.0,0.21,3.79,0.79,59.12,8.87,23.94,18.11,19.09,43.48,2.83,9.74,26.2,32.37,41.64,43.16,58.14,74.44,82.19,2990
Virginia,Prince George,"33,903",24.53,60.05,22.02,15.42,59.58,30.42,0.3,1.68,0.42,1.76,5.83,8.01,56.05,6.24,18.63,24.79,17.67,44.44,3.12,4.55,10.48,15.24,19.61,21.26,40.09,57.61,70.15,2991
Virginia,Prince William,"460,817",26.86,63.2,14.86,9.93,54.68,20.94,0.36,9.52,0.07,7.57,6.86,23.82,41.75,6.94,12.69,17.69,27.15,52.11,2.74,2.8,8.33,11.36,15.26,17.53,29.59,42.79,54.49,2992
Virginia,Pulaski,"32,858",18.03,59.07,29.9,22.91,92.77,3.77,0.02,0.77,0.24,0.47,1.94,1.83,91.38,7.8,24.91,27.18,15.1,46.39,2.38,5.29,17.93,20.74,28.42,31.38,50.74,66.62,80.41,2993
Virginia,Rappahannock,"7,317",18.29,55.62,33.78,26.09,88.78,4.56,0.52,0.25,0.0,2.61,3.28,3.95,88.21,6.82,19.28,23.32,25.58,49.09,2.13,3.7,11.0,14.21,19.89,21.5,37.54,49.43,59.53,2994
Virginia,Richmond County,"7,266",20.95,54.57,32.91,24.48,69.1,21.3,0.19,0.06,0.0,4.07,5.27,7.28,66.16,12.57,24.91,20.2,15.98,43.63,1.1,12.18,27.2,29.59,32.41,37.37,54.27,64.82,74.9,2995
Virginia,Roanoke County,"91,731",20.44,58.08,28.27,21.47,87.56,5.67,0.2,3.45,0.02,0.74,2.36,3.19,85.7,4.62,19.49,21.84,26.59,49.33,1.68,3.0,9.43,13.33,18.28,21.38,38.27,52.45,64.96,2996
Virginia,Rockbridge,"22,462",17.73,56.41,32.8,25.86,93.3,2.7,0.39,1.06,0.0,0.33,2.21,2.03,92.08,8.18,26.12,20.05,20.87,45.49,2.28,5.86,17.85,22.5,28.89,32.78,49.07,64.69,75.47,2997
Virginia,Rockingham,"79,162",22.27,58.61,25.94,19.12,93.11,2.53,0.08,0.69,0.08,0.86,2.65,7.24,88.46,10.29,25.13,15.67,19.0,50.02,1.61,3.5,11.63,15.71,21.86,24.9,45.31,62.72,74.75,2998
Virginia,Russell,"26,661",19.28,59.34,29.38,21.38,97.47,0.61,0.24,0.0,0.0,0.0,1.68,0.74,96.84,13.93,27.91,24.23,7.5,34.77,2.44,7.44,24.87,31.36,41.74,46.63,66.9,80.56,87.7,2999
Virginia,Scott,"20,899",18.43,57.15,32.39,24.42,98.44,0.26,0.25,0.08,0.0,0.0,0.97,1.39,97.05,12.74,27.01,23.56,11.61,39.25,1.53,4.88,20.02,26.92,34.72,38.48,57.13,75.35,85.49,2585
Virginia,Shenandoah,"42,948",20.87,58.01,28.32,21.13,92.6,1.64,0.12,0.97,0.0,0.93,3.74,7.18,87.36,8.49,29.48,19.77,14.12,48.44,2.02,4.14,17.36,22.76,28.6,31.98,48.5,65.25,76.09,2594
Virginia,Smyth,"29,772",19.32,58.88,29.13,21.8,96.08,1.88,0.35,0.61,0.15,0.19,0.74,2.03,94.49,11.76,27.34,23.1,11.05,40.48,2.36,7.98,24.36,30.38,40.77,44.06,63.7,79.98,85.78,2600
