State,County,Year Structure Built: 2014+,Year Structure Built: 2010 to 2013,Year Structure Built: 2000 to 2009,Year Structure Built: 1980 to 1999,Year Structure Built: 1960 to 1979,Year Structure Built: 1940 to 1959,Year Structure Built: 1939 or earlier,0 Vehicles Available,1 Vehicles Available,2 Vehicles Available,3+ Vehicles Available,FID
Virginia,Petersburg,68,431,"1,140","2,184","4,322","3,114","1,972","2,354","5,660","3,302","1,915",2782
Virginia,Poquoson,83,84,451,"1,636","1,655",509,214,144,762,"2,096","1,630",2791
Virginia,Portsmouth,570,769,"2,324","7,357","10,714","10,433","4,483","4,061","13,911","12,148","6,530",2795
Virginia,Radford,60,91,400,"1,562","1,665","1,107",792,426,"2,197","1,984","1,070",2799
Virginia,Richmond City,"2,841","2,171","4,636","11,696","20,351","21,879","27,431","14,480","37,436","27,345","11,744",2802
Virginia,Roanoke City,381,551,"2,111","6,086","10,865","12,090","9,610","5,154","16,898","13,644","5,998",2805
Virginia,Salem,89,253,672,"2,104","3,581","1,831","1,346",700,"3,390","3,262","2,524",2809
Virginia,Staunton,334,89,"1,198","1,694","3,149","2,381","1,793",782,"4,087","3,758","2,011",2812
Virginia,Suffolk,"2,118","1,908","8,415","9,781","6,873","3,489","2,019","1,844","9,287","12,986","10,486",2815
Virginia,Virginia Beach,"4,793","4,330","19,147","71,825","57,630","12,696","2,031","7,611","49,942","70,597","44,302",2826
Virginia,Waynesboro,165,230,"1,030","2,020","2,367","2,327","1,030",542,"3,592","3,629","1,406",2831
Virginia,Williamsburg,199,33,897,"1,523","1,110",457,266,289,"2,037","1,497",662,2835
Virginia,Winchester,211,88,"1,223","2,536","2,421","2,183","2,007",783,"4,409","3,490","1,987",2837
Washington,Adams,127,186,475,"1,343","2,064","1,064",776,343,"1,244","2,169","2,279",2840
Washington,Asotin,159,218,955,"2,548","2,720","1,459","1,227",320,"2,430","3,487","3,049",2845
Washington,Benton,"3,925","4,075","12,044","17,402","20,718","12,675","2,234","3,050","19,019","27,441","23,563",2847
Washington,Chelan,"1,377",739,"3,560","8,060","6,502","5,198","3,947","1,374","8,911","9,920","9,178",2852
Washington,Clallam,777,698,"5,291","9,739","10,128","3,797","2,767","2,286","9,955","12,107","8,849",2861
Washington,Clark,"11,524","7,169","31,924","63,915","42,212","14,118","7,616","8,130","46,788","70,541","53,019",2865
Washington,Columbia,68,9,214,217,379,269,639,129,408,637,621,2869
Washington,Cowlitz,"1,215",594,"5,022","10,415","11,314","8,082","5,712","2,788","12,172","14,842","12,552",2871
Washington,Douglas,892,440,"2,567","3,865","4,253","2,106","1,312",706,"3,278","5,975","5,476",2877
Washington,Ferry,27,157,398,"1,039",950,370,234,192,816,"1,151","1,016",2880
Washington,Franklin,"1,577","2,311","6,868","4,875","6,522","3,807","1,303","1,158","6,468","10,155","9,482",2884
Washington,Garfield,29,5,101,112,211,154,374,19,236,379,352,2886
Washington,Grant,"1,065","1,565","5,098","9,524","6,806","6,664","1,186","1,568","7,557","12,870","9,913",2889
Washington,Grays Harbor,274,627,"3,240","6,682","8,167","3,282","7,161","1,864","8,721","9,992","8,856",2894
Washington,Island,735,921,"6,429","14,042","8,863","3,076","1,260","1,248","8,816","15,169","10,093",2898
Washington,Jefferson,639,402,"2,366","5,904","3,814",769,"1,157",647,"4,261","6,094","4,049",2905
Washington,King,"53,681","32,790","119,984","243,348","227,664","120,380","102,214","94,808","313,649","317,670","173,934",2913
Washington,Kitsap,"3,599","3,634","14,682","39,914","25,981","10,134","7,814","4,979","27,165","42,578","31,036",2927
Washington,Kittitas,887,754,"3,255","5,530","4,270","1,676","2,790",775,"5,227","6,961","6,199",2932
Washington,Klickitat,365,166,"1,330","2,448","2,340","1,190","1,429",418,"2,411","3,157","3,282",2935
Washington,Lewis,676,487,"4,380","8,333","8,122","3,397","5,723","1,506","7,785","10,432","11,395",2940
Washington,Lincoln,38,76,519,"1,000",957,788,"1,250",117,"1,065","1,679","1,767",2942
Washington,Mason,648,569,"5,309","9,548","6,042","2,063","1,063",944,"5,733","10,065","8,500",2946
Washington,Okanogan,367,332,"2,035","5,548","4,490","2,756","2,356",787,"4,703","6,348","6,046",2947
Washington,Pacific,140,258,"1,061","2,820","2,360","1,277","1,798",689,"2,532","3,716","2,777",2949
Washington,Pend Oreille,91,148,862,"1,787","1,453",818,639,239,"1,347","1,992","2,220",2951
Washington,Pierce,"13,693","12,861","53,351","104,297","79,474","35,191","32,132","17,151","89,881","130,370","93,597",2956
Washington,San Juan,212,341,"1,783","3,383","1,927",384,429,392,"2,538","3,216","2,313",2957
Washington,Skagit,"1,623","1,506","8,560","15,441","10,184","5,701","6,248","1,967","11,644","19,048","16,604",2958
Washington,Skamania,107,117,"1,002","1,314","1,513",411,402,182,"1,007","1,859","1,818",2959
Washington,Snohomish,"14,762","12,323","53,750","109,296","71,884","21,804","14,996","14,163","75,197","118,598","90,857",2960
Washington,Spokane,"8,843","6,611","26,980","49,103","50,997","35,335","28,633","15,224","60,568","76,990","53,720",2961
Washington,Stevens,343,605,"2,985","5,896","4,861","1,584","1,609",766,"3,919","6,115","7,083",2963
Washington,Thurston,"5,673","5,794","21,834","38,580","27,292","7,794","5,356","5,370","31,846","42,594","32,513",2967
Washington,Wahkiakum,86,73,292,580,421,116,332,34,501,828,537,2969
Washington,Walla Walla,931,646,"2,746","5,037","4,881","4,155","4,377","1,620","5,960","8,673","6,520",2970
Washington,Whatcom,"4,914","2,625","14,543","28,896","21,141","6,032","10,827","6,494","24,726","32,972","24,786",2972
Washington,Whitman,512,920,"2,029","4,834","5,159","1,977","3,054","1,832","6,183","6,791","3,679",2973
Washington,Yakima,"2,224","1,778","8,806","19,822","24,691","15,887","10,557","4,418","21,171","29,168","29,008",2974
West Virginia,Barbour,61,135,764,"1,690","1,670",828,"1,336",548,"2,305","2,221","1,410",2975
West Virginia,Berkeley,"2,275","3,054","13,624","13,700","6,388","2,409","4,252","2,715","12,959","17,418","12,610",2976
West Virginia,Boone,221,238,"1,032","2,293","2,343","1,637",927,776,"2,887","3,094","1,934",2977
West Virginia,Braxton,27,121,770,"1,603","1,274",726,820,391,"1,399","2,202","1,349",2978
West Virginia,Brooke,71,83,265,"1,720","3,178","2,771","1,704",706,"4,258","3,231","1,597",2979
West Virginia,Cabell,706,943,"2,904","7,456","12,846","8,453","5,988","4,478","15,732","13,360","5,726",2980
West Virginia,Calhoun,66,34,316,827,672,584,315,220,847,961,786,2981
West Virginia,Clay,32,176,443,"1,116",945,380,293,265,"1,192","1,124",804,3000
West Virginia,Doddridge,11,45,253,751,530,427,606,60,907,859,797,3002
West Virginia,Fayette,135,280,"1,651","4,091","4,780","3,079","3,372","1,504","6,000","6,322","3,562",3006
West Virginia,Gilmer,20,34,192,863,713,244,450,169,711,"1,125",511,3008
West Virginia,Grant,59,67,650,"1,749","1,248",468,601,365,"1,275","1,740","1,462",3011
West Virginia,Greenbrier,150,209,"1,817","4,151","4,304","2,254","2,551","1,303","5,274","5,594","3,265",3013
West Virginia,Hampshire,73,113,"1,694","3,865","1,810",728,882,361,"2,243","3,712","2,849",3016
West Virginia,Hancock,102,149,747,"2,125","3,069","4,613","1,871","1,028","4,742","4,858","2,048",3017
West Virginia,Hardy,16,165,765,"2,241","1,464",682,600,421,"1,371","2,506","1,635",3019
West Virginia,Harrison,290,749,"1,965","5,377","6,108","6,396","6,328","2,257","9,218","10,446","5,292",3021
West Virginia,Jackson,230,148,"1,794","3,382","3,649","1,338",886,"1,058","3,011","4,530","2,828",3023
West Virginia,Jefferson,608,787,"5,812","5,970","4,721","1,153","1,906","1,029","5,214","7,851","6,863",3026
West Virginia,Kanawha,"1,040","1,052","5,460","15,847","22,032","23,334","9,372","8,332","30,568","27,176","12,061",3027
West Virginia,Lewis,170,246,"1,035","1,500","1,188",905,"1,428",532,"2,151","2,395","1,394",3029
West Virginia,Lincoln,171,140,"1,164","3,083","2,141","1,075",521,806,"2,855","2,918","1,716",3031
West Virginia,Logan,244,205,"1,644","4,670","2,997","2,392","2,012","1,529","5,616","4,814","2,205",3034
West Virginia,McDowell,11,65,530,"1,400","1,840","1,704","1,881",998,"2,583","2,491","1,359",3037
West Virginia,Marion,414,471,"1,639","4,160","5,163","5,171","6,015","1,820","7,404","9,167","4,642",3039
West Virginia,Marshall,125,242,644,"1,846","3,171","3,009","3,313",902,"4,918","4,286","2,244",3041
West Virginia,Mason,110,178,"1,524","2,826","3,390","1,644",921,837,"2,834","3,928","2,994",3042
West Virginia,Mercer,205,156,"2,547","7,484","6,313","4,828","3,555","2,193","9,532","8,446","4,917",3044
West Virginia,Mineral,43,107,879,"2,959","3,681","1,355","1,786",734,"2,991","4,006","3,079",3046
West Virginia,Mingo,126,204,"1,324","4,431","2,324","1,110",655,"1,178","4,209","3,253","1,534",3048
West Virginia,Monongalia,"2,541","2,181","5,906","10,830","8,481","5,387","4,907","3,200","14,848","15,286","6,899",3050
West Virginia,Monroe,0,219,646,"1,641","1,496",823,671,364,"1,489","2,072","1,571",3052
West Virginia,Morgan,88,88,"1,849","2,253","1,634",678,895,158,"1,823","2,604","2,900",3054
West Virginia,Nicholas,109,263,"1,087","3,347","2,927","1,512","1,035",723,"3,199","3,926","2,432",3057
West Virginia,Ohio,358,197,767,"1,998","4,504","4,054","5,376","2,303","6,578","6,184","2,189",3059
West Virginia,Pendleton,56,30,449,"1,209",739,282,429,217,703,"1,149","1,125",3061
West Virginia,Pleasants,65,72,315,833,704,441,392,148,787,"1,193",694,3064
West Virginia,Pocahontas,59,102,363,"1,001","1,034",496,523,315,953,"1,398",912,3066
West Virginia,Preston,317,205,"1,760","3,692","2,901","1,401","2,154",889,"3,419","5,029","3,093",3068
West Virginia,Putnam,647,"1,015","3,180","8,959","4,951","1,946",996,931,"6,897","9,269","4,597",3070
West Virginia,Raleigh,412,670,"3,018","8,464","9,040","6,072","3,440","2,694","10,976","11,807","5,639",3073
West Virginia,Randolph,76,141,869,"3,678","2,925","1,621","1,667","1,132","3,787","4,024","2,034",3075
West Virginia,Ritchie,81,67,388,"1,155","1,095",470,905,178,"1,286","1,748",949,3077
West Virginia,Roane,97,68,661,"1,643","1,493",849,788,518,"1,801","2,072","1,208",3079
West Virginia,Summers,60,97,651,"2,140",985,745,939,461,"2,127","1,936","1,093",3080
West Virginia,Taylor,68,172,673,"1,720","1,666",779,"1,571",406,"1,882","2,837","1,524",3082
West Virginia,Tucker,41,199,247,954,797,192,746,256,949,"1,227",744,3084
West Virginia,Tyler,46,67,254,741,939,453,902,176,"1,421","1,050",755,3085
West Virginia,Upshur,72,206,"1,275","3,025","2,604","1,058","1,352","1,017","3,228","3,263","2,084",3087
West Virginia,Wayne,145,274,"1,828","4,055","4,538","2,961","1,427","1,340","5,438","5,480","2,970",3089
West Virginia,Webster,19,42,278,"1,123",949,778,393,583,"1,003","1,095",901,3091
West Virginia,Wetzel,8,126,354,"1,128","1,997","1,091","1,318",380,"2,336","2,272","1,034",3093
West Virginia,Wirt,49,173,365,926,583,224,237,275,840,844,598,3095
West Virginia,Wood,703,754,"2,950","7,496","10,159","7,961","5,166","3,107","12,089","13,759","6,234",3097
West Virginia,Wyoming,29,88,"1,114","2,887","2,152","1,732",672,796,"2,612","3,349","1,917",3099
Wisconsin,Adams,192,137,"1,695","3,107","2,545",643,792,391,"2,685","3,905","2,130",3101
Wisconsin,Ashland,73,109,637,"1,337","1,412",884,"2,031",505,"2,142","2,368","1,468",3104
Wisconsin,Barron,587,323,"2,331","4,832","4,810","2,725","3,451","1,122","5,102","7,971","4,864",3106
Wisconsin,Bayfield,117,170,"1,224","2,058","1,597",706,"1,238",260,"1,871","3,042","1,937",3108
Wisconsin,Brown,"4,025","3,298","14,461","31,237","27,295","14,664","11,051","5,772","32,858","46,344","21,057",3111
Wisconsin,Buffalo,119,80,635,"1,252","1,284",766,"1,615",269,"1,279","2,334","1,869",3113
Wisconsin,Burnett,84,145,"1,490","2,139","1,801",769,814,206,"1,931","2,878","2,227",3115
Wisconsin,Calumet,"1,014",687,"3,800","5,564","4,251","1,585","3,050",620,"5,041","8,830","5,460",3116
Wisconsin,Chippewa,992,980,"3,771","6,536","5,354","3,666","4,745","1,025","6,691","10,695","7,633",3117
Wisconsin,Clark,155,171,"1,355","2,553","3,052","2,015","3,613","1,169","2,971","4,914","3,860",3119
Wisconsin,Columbia,496,304,"3,737","6,149","5,450","2,643","5,557",971,"6,583","9,366","7,416",3120
Wisconsin,Crawford,90,134,942,"1,423","1,645","1,037","1,405",476,"1,946","2,536","1,718",3122
Wisconsin,Dane,"12,846","6,966","36,604","63,639","55,512","25,358","25,675","18,262","80,734","92,049","35,555",3124
Wisconsin,Dodge,897,790,"3,735","7,325","7,500","4,633","10,127","1,903","10,306","14,202","8,596",3126
Wisconsin,Door,429,365,"2,019","3,833","2,940","1,557","2,286",516,"4,031","5,710","3,172",3131
Wisconsin,Douglas,293,190,"1,732","3,816","4,798","2,931","5,234","1,317","6,325","6,833","4,519",3134
Wisconsin,Dunn,493,532,"2,676","5,147","3,673","1,996","2,607",813,"4,613","6,472","5,226",3135
Wisconsin,Eau Claire,"1,440","1,156","4,598","10,934","10,950","6,321","6,203","2,697","13,041","16,235","9,629",3137
Wisconsin,Florence,64,96,337,539,376,250,376,95,569,870,504,3138
Wisconsin,Fond du Lac,840,"1,332","4,560","9,080","9,726","5,707","10,645","2,489","12,061","17,024","10,316",3140
Wisconsin,Forest,68,87,596,"1,239",873,487,579,181,"1,300","1,559",889,3141
Wisconsin,Grant,321,604,"2,175","3,957","5,318","2,736","4,544","1,249","5,351","7,671","5,384",3143
Wisconsin,Green,257,164,"2,006","3,362","3,781","1,759","3,911",739,"4,207","6,043","4,251",3145
Wisconsin,Green Lake,126,96,858,"1,772","1,938","1,230","2,004",674,"1,969","3,090","2,291",3147
Wisconsin,Iowa,184,201,"1,549","2,649","1,702","1,015","2,511",312,"2,737","3,935","2,827",3148
Wisconsin,Iron,37,15,338,599,644,589,637,156,855,"1,218",630,3151
Wisconsin,Jackson,222,183,"1,404","1,981","1,701","1,002","1,753",403,"2,385","2,893","2,565",3153
Wisconsin,Jefferson,488,602,"4,594","7,986","6,828","4,845","8,006","1,264","9,797","13,676","8,612",3154
Wisconsin,Juneau,196,164,"1,518","3,087","2,449","1,448","1,917",349,"3,332","4,385","2,713",3156
Wisconsin,Kenosha,"1,217",800,"9,264","15,319","15,859","11,987","10,149","3,552","20,535","26,034","14,474",3158
Wisconsin,Kewaunee,131,149,"1,024","1,850","1,831","1,060","2,204",350,"1,770","3,313","2,816",3160
Wisconsin,La Crosse,"1,793","1,549","5,805","12,857","11,611","6,471","8,019","3,246","15,648","19,394","9,817",3161
Wisconsin,Lafayette,124,102,696,"1,205","1,379","1,024","2,247",344,"1,677","2,647","2,109",3163
Wisconsin,Langlade,150,62,791,"2,155","1,838","1,589","1,954",445,"2,604","3,632","1,858",3165
Wisconsin,Lincoln,191,280,"1,612","3,135","2,839","1,900","2,697",707,"3,691","4,975","3,281",3166
Wisconsin,Manitowoc,519,331,"2,806","6,562","7,826","6,038","10,353","2,251","9,983","13,924","8,277",3169
Wisconsin,Marathon,"1,331","1,117","8,377","13,981","13,194","8,412","9,586","2,884","15,025","23,768","14,321",3170
Wisconsin,Marinette,285,311,"2,111","4,590","4,611","3,168","3,793","1,247","5,674","7,637","4,311",3172
Wisconsin,Marquette,89,105,977,"1,953","1,739",659,"1,248",302,"1,853","2,668","1,947",3174
Wisconsin,Menominee,21,18,248,647,260,67,139,150,372,671,207,3175
Wisconsin,Milwaukee,"4,032","4,616","18,085","45,170","86,859","111,886","113,055","50,511","158,698","131,029","43,465",3177
Wisconsin,Monroe,624,376,"2,456","5,060","3,798","1,989","3,722","1,249","4,959","6,936","4,881",3179
Wisconsin,Oconto,497,329,"2,717","4,672","2,980","2,171","2,917",537,"3,490","6,965","5,291",3181
Wisconsin,Oneida,305,317,"2,592","4,665","3,740","2,410","1,648",557,"4,803","6,668","3,649",3183
Wisconsin,Outagamie,"2,290","2,581","10,409","21,093","17,245","10,587","10,392","2,996","22,023","32,925","16,653",3185
Wisconsin,Ozaukee,"1,155",711,"4,605","9,556","10,473","5,483","4,183","1,169","10,010","16,937","8,050",3186
Wisconsin,Pepin,36,41,499,584,693,469,805,129,767,"1,192","1,039",3188
Wisconsin,Pierce,451,251,"3,068","3,962","3,701","1,304","3,119",589,"3,672","6,449","5,146",3189
Wisconsin,Polk,356,198,"3,500","5,318","3,998","2,281","2,996",623,"4,718","7,132","6,174",3191
Wisconsin,Portage,920,536,"3,722","8,661","8,077","2,530","4,466","1,461","8,881","11,414","7,156",3192
Wisconsin,Price,119,115,767,"1,516","1,542","1,054","1,563",341,"2,016","2,721","1,598",3194
Wisconsin,Racine,"1,030",609,"7,878","16,052","20,388","16,714","14,977","4,860","26,024","30,566","16,198",3195
Wisconsin,Richland,56,104,927,"1,592","1,499","1,057","2,345",461,"2,305","2,868","1,946",3196
Wisconsin,Rock,778,835,"7,097","13,376","18,544","11,311","13,296","3,956","19,645","26,207","15,429",3198
Wisconsin,Rusk,80,137,850,"1,513","1,684","1,028","1,122",282,"1,739","2,518","1,875",3199
Wisconsin,St. Croix,"1,585",949,"9,682","10,430","5,865","2,306","3,866","1,035","7,678","14,419","11,551",3200
Wisconsin,Sauk,661,466,"4,279","7,487","5,664","2,689","5,505","1,425","8,043","10,503","6,780",3202
Wisconsin,Sawyer,163,184,"1,241","2,656","2,100",935,614,354,"2,667","3,231","1,641",3203
Wisconsin,Shawano,163,311,"2,362","4,151","3,902","2,717","3,547",758,"4,674","6,890","4,831",3205
Wisconsin,Sheboygan,"1,054",441,"4,666","10,326","12,257","6,776","12,234","2,576","15,660","19,312","10,206",3207
Wisconsin,Taylor,300,123,"1,111","2,097","1,899","1,546","1,547",523,"2,173","3,162","2,765",3208
Wisconsin,Trempealeau,397,333,"1,537","2,787","2,960","1,565","2,564",606,"3,088","4,897","3,552",3210
Wisconsin,Vernon,321,205,"1,796","2,536","2,373","1,624","3,291",996,"3,413","4,753","2,984",3213
Wisconsin,Vilas,306,265,"1,783","3,496","3,234","1,125",708,435,"3,828","4,081","2,573",3001
Wisconsin,Walworth,765,665,"6,437","10,203","9,978","6,420","6,946","1,600","12,441","16,254","11,119",3003
Wisconsin,Washburn,192,216,"1,304","1,908","1,895",903,872,234,"2,088","2,968","2,000",3004
Wisconsin,Washington,"1,876","1,138","9,749","16,219","14,090","4,975","6,740","1,756","14,974","24,249","13,808",3005
Wisconsin,Waukesha,"4,809","3,585","21,441","51,696","43,985","22,399","11,865","5,547","43,444","72,686","38,103",3007
Wisconsin,Waupaca,269,316,"2,610","6,066","5,611","2,693","4,921",947,"6,142","8,952","6,445",3009
Wisconsin,Waushara,111,136,"1,554","3,002","2,334","1,111","1,805",567,"2,551","3,764","3,171",3010
Wisconsin,Winnebago,"1,404","1,684","8,238","17,788","17,806","11,118","13,094","4,292","23,495","29,496","13,849",3012
Wisconsin,Wood,569,523,"3,210","7,386","9,841","5,241","5,937","1,689","10,777","12,526","7,715",3014
Wyoming,Albany,395,739,"2,388","4,156","4,312","1,943","2,204",874,"4,746","5,816","4,701",3015
Wyoming,Big Horn,60,123,382,921,"1,187","1,000",735,140,"1,139","1,382","1,747",3018
Wyoming,Campbell,847,"1,297","4,129","5,826","4,374",530,503,674,"4,091","6,740","6,001",3020
Wyoming,Carbon,23,55,532,"1,177","2,139","1,088","1,212",194,"1,553","2,398","2,081",3022
Wyoming,Converse,106,219,"1,076","1,025","2,074",384,577,105,"1,301","1,975","2,080",3024
Wyoming,Crook,187,137,761,726,667,134,214,45,492,"1,009","1,280",3025
Wyoming,Fremont,322,358,"2,022","3,773","4,946","2,142","1,271",769,"4,045","5,560","4,460",3028
Wyoming,Goshen,182,186,550,"1,152","1,378","1,045",741,135,"1,441","1,846","1,812",3030
Wyoming,Hot Springs,11,15,170,610,619,478,284,136,586,876,589,3032
Wyoming,Johnson,84,109,746,"1,351",481,715,475,138,637,"2,031","1,155",3033
Wyoming,Laramie,"1,513","2,268","5,311","9,953","10,528","6,107","4,522","1,860","11,447","14,335","12,560",3035
Wyoming,Lincoln,57,150,"1,708","2,439","1,822",561,611,204,"1,562","2,338","3,244",3036
Wyoming,Natrona,"1,392","1,847","4,394","6,180","8,977","7,054","3,052","1,248","9,506","12,283","9,859",3038
Wyoming,Niobrara,27,18,34,205,136,229,251,32,182,279,407,3040
Wyoming,Park,414,509,"1,916","3,854","2,943","1,934","1,005",417,"2,654","5,341","4,163",3043
