County,State,Males,Females,Under 6 years,6 to 18 years,19 to 25 years,26 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 to 74 years,75 years and above,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and other Pacific Islander alone,Some other race alone,Two or more races,Hispanic or Latino (of any race),White alone (not hispanic or Latino),Under $25K,$25K to $49K,$50K to $74K,$75K to $99K,100K and over
Flathead County,Montana,49.56,50.44,7.25,20.13,6.97,9.71,16.6,16.49,9.88,6.85,6.12,96.26,0.15,1.15,0.46,0.06,0.41,1.5,1.42,95.4,34.92,35.13,17.16,6.84,5.95
Gallatin County,Montana,52,48,6.98,16.89,18.61,12.86,15.58,13.72,6.85,4.4,4.11,96.2,0.23,0.88,0.89,0.06,0.54,1.19,1.54,95.34,29.43,35.39,19.04,8.18,7.96
Garfield County,Montana,51.6,48.4,7.82,18.14,7.04,8.29,13.6,16.18,9.62,8.37,10.95,99.14,0.08,0.39,0.08,0.08,0,0.23,0.39,98.83,48.97,35.83,10.69,2.06,2.44
Glacier County,Montana,49.47,50.53,9.94,26.83,8.3,9.91,15.85,12.13,7.81,5.08,4.14,35.43,0.08,61.8,0.07,0.05,0.18,2.39,1.2,35.29,45.84,33.41,10.87,6.82,3.06
Golden Valley County,Montana,51.73,48.27,6.72,22.26,5.18,7.58,14.78,14.59,12.38,10.56,5.95,99.14,0,0.58,0.1,0,0,0.19,1.25,97.89,46.67,33.06,12.5,3.89,3.89
Granite County,Montana,51.24,48.76,5.62,19.86,5.3,7.56,14.91,17,13.85,8.48,7.42,96.25,0,1.27,0.14,0.04,0.46,1.84,1.27,95.27,42.38,34.47,12.57,5.66,4.91
Hill County,Montana,49.82,50.18,8.41,21.69,10.82,9.61,15.26,13.73,7.67,6.58,6.22,79.55,0.09,17.3,0.37,0.02,0.35,2.32,1.25,79.12,40.93,32.76,17.18,4.51,4.63
Jefferson County,Montana,50.2,49.8,6.47,23.05,4.03,7.85,18.42,18.94,10.95,6.13,4.17,96.07,0.14,1.26,0.42,0.07,0.38,1.66,1.48,95.17,29.08,30.9,22.59,10.43,7
Judith Basin County,Montana,51.91,48.09,6.27,21.73,3.91,6.96,15.76,16.19,12.02,9.06,8.12,98.63,0.04,0.34,0.09,0,0.04,0.86,0.56,98.15,45.01,36.7,10.41,2.84,5.05
Lake County,Montana,49.15,50.85,8.08,21.65,7.22,8.97,14.62,14.57,10.37,7.9,6.63,71.38,0.12,23.79,0.3,0.04,0.67,3.7,2.52,70.56,43.56,33.08,13.74,4.96,4.66
Lewis and Clark County,Montana,49.11,50.89,7.5,19.55,8.02,10.27,16.68,16.76,9.49,6.16,5.57,95.21,0.2,2.04,0.52,0.05,0.38,1.61,1.51,94.36,30.76,34.02,21.2,7.98,6.04
Liberty County,Montana,49.26,50.74,5.98,21.69,4.68,8.16,15.76,14.27,9.78,9.08,10.61,99.21,0,0.09,0.32,0,0.09,0.28,0.19,99.07,42.34,31.6,17.49,4.1,4.46
Lincoln County,Montana,50.66,49.34,6.03,20.58,5.04,7.95,15.47,16.69,13.05,8.89,6.29,96.09,0.11,1.2,0.31,0.04,0.39,1.86,1.44,95.12,46.2,33.58,13.5,4.58,2.14
McCone County,Montana,49.92,50.08,6.68,19.88,4.3,7.44,16.29,15.48,11.03,10.17,8.75,96.97,0.3,1.06,0.3,0,0,1.37,0.96,96.26,40.54,35.85,15.7,4.45,3.46
Madison County,Montana,50.58,49.42,5.61,18.44,4.69,8.26,15.78,17.05,13.02,9.58,7.59,97.02,0.04,0.53,0.26,0,0.76,1.39,1.9,95.97,39.89,35.84,14.71,4.77,4.8
Meagher County,Montana,50.1,49.9,6.68,20.34,5.12,6.52,15.11,16.72,11.34,9.68,8.49,97.2,0,1.04,0.16,0.05,0.57,0.98,1.5,96.79,43.74,37.3,11.9,4.21,2.85
Mineral County,Montana,51.49,48.51,6.13,19.75,5.64,8.96,15.55,16.32,13.49,8.63,5.54,94.57,0.21,1.93,0.51,0.03,0.26,2.5,1.57,93.64,45.1,33.86,12.31,3.83,4.9
Missoula County,Montana,49.97,50.03,6.91,17.69,15.33,12.36,15.14,14.63,7.93,5.03,4.98,94.02,0.27,2.29,1.02,0.08,0.45,1.86,1.61,93.14,36.23,31.3,18.75,7.5,6.21
Musselshell County,Montana,48.83,51.17,6,19.03,4.71,8.07,15.23,18.37,11.07,8.52,8.98,96.91,0.07,1.27,0.16,0.04,0.38,1.18,1.6,95.93,49.28,31.64,11.47,4.93,2.68
Park County,Montana,49.35,50.65,6.91,17.84,6.1,10.28,16.84,17.6,9.55,7.44,7.44,96.65,0.4,0.92,0.36,0.03,0.47,1.17,1.84,95.54,39.03,36,14.96,4.57,5.44
Petroleum County,Montana,52.54,47.46,8.72,18.46,5.48,9.33,12.78,16.63,11.56,9.33,7.71,99.19,0,0.2,0,0,0.2,0.41,1.22,98.17,51.2,29.19,11.48,2.39,5.74
Phillips County,Montana,50.1,49.9,6.06,22.86,4.69,7.22,16.45,14.45,10.63,8.22,9.41,89.44,0.15,7.61,0.33,0.02,0.37,2.09,1.15,88.79,44.58,30.1,18.33,4.07,2.93
Pondera County,Montana,49.33,50.67,7.58,23.89,5.45,8.42,15.47,13.47,9.46,8.34,7.91,83.66,0.09,14.46,0.14,0.05,0.12,1.48,0.84,83.23,42.79,32.23,15,5.8,4.18
Powder River County,Montana,49.3,50.7,7.1,20.72,4.68,7,15.18,16.42,10.39,10.06,8.45,97.42,0,1.78,0.11,0,0.22,0.48,0.59,97.04,43.71,35.45,14.75,2.71,3.38
Powell County,Montana,58.89,41.11,5.6,17.03,7.34,11.43,18.43,15.7,10.49,7.24,6.74,92.52,0.5,3.51,0.43,0,0.74,2.3,1.95,91.48,40.65,39.33,12.25,4.32,3.45
Prairie County,Montana,51.63,48.37,5.17,14.43,3.92,6.84,12.68,19.68,13.18,10.68,13.43,98,0,0.5,0.17,0,0.17,1.17,0.67,97.66,48.79,33.89,10.43,5.03,1.86
Ravalli County,Montana,49.65,50.35,7.03,20.02,5.49,9.11,14.8,16.23,11.82,8.26,7.23,96.71,0.14,0.88,0.3,0.1,0.44,1.44,1.88,95.51,36.41,36.41,15.5,4.98,6.7
Richland County,Montana,49.66,50.34,7.16,21.92,5.66,9.28,16.64,14.66,9.12,7.76,7.8,96.57,0.09,1.46,0.18,0.01,0.85,0.85,2.16,95.39,38.37,36.77,16.82,4.75,3.29
Roosevelt County,Montana,49.57,50.43,9.72,26.6,6.97,9.54,15.4,12.79,7.41,5.79,5.79,40.93,0.05,55.75,0.43,0.05,0.25,2.53,1.23,40.78,50.28,29.05,12.47,4.57,3.63
Rosebud County,Montana,50.22,49.78,9.22,26.04,6.35,8.92,15.82,15.93,8.85,5.13,3.75,64.4,0.23,32.41,0.29,0,0.65,2.01,2.33,63.51,35.89,30.2,21.88,7.04,5
Sanders County,Montana,50.51,49.49,5.7,19.57,4.72,7.55,13.84,17.69,14.08,9.72,7.14,91.91,0.13,4.74,0.3,0.01,0.26,2.64,1.55,90.93,46.73,33.04,13.19,3.04,4
Sheridan County,Montana,49.67,50.33,5.51,18.76,3.9,6.53,15.23,15.71,10.82,11.28,12.28,97,0.1,1.22,0.29,0.02,0.19,1.17,1.07,96.42,41.82,36.44,12.93,4.23,4.58
Silver Bow County,Montana,49.44,50.56,7.02,18.08,9.3,10.16,15.45,14.21,9.76,7.74,8.29,95.35,0.16,2.03,0.43,0.06,0.59,1.37,2.75,93.65,41.29,31.31,17.09,5.36,4.95
Stillwater County,Montana,50.98,49.02,6.58,20.23,5.11,9.21,16.79,16.67,10.93,7.88,6.59,96.82,0.13,0.7,0.21,0.02,0.94,1.18,2.01,95.91,30.1,35.4,21.03,8.16,5.3
Sweet Grass County,Montana,49.88,50.12,7.34,19.81,5.15,9.37,14.33,15.46,10.94,8.15,9.45,96.98,0.06,0.55,0.33,0.03,0.75,1.3,1.5,96.07,36.49,36.43,15.37,5.69,6.03
Teton County,Montana,49.25,50.75,7.49,21.43,5.2,8.43,15.44,14.27,11.09,7.82,8.83,96.31,0.19,1.52,0.09,0,0.42,1.47,1.13,95.64,40.47,35.39,15.49,5.36,3.3
Toole County,Montana,51.57,48.43,6.61,20.43,6.47,10.1,16.92,14.7,8.89,7.8,8.09,93.89,0.15,3.19,0.3,0.02,0.32,2.13,1.16,93.26,41.81,34.2,17.35,3.3,3.35
Treasure County,Montana,50.99,49.01,6.27,22.76,4.3,7.2,15.45,14.63,12.66,7.55,9.18,96.4,0.12,1.63,0.35,0,0.93,0.58,1.51,95.59,43.25,38.84,11.85,2.2,3.86
Valley County,Montana,49.54,50.46,6.66,19.93,5.25,8.07,15.52,14.83,10.76,9.49,9.5,88.14,0.13,9.42,0.25,0.01,0.26,1.79,0.78,87.83,40.69,32.8,17.59,4.71,4.2
Wheatland County,Montana,49.49,50.51,7.48,20.58,6.64,8.23,12.26,14.21,11.29,8.94,10.36,96.99,0.13,0.58,0.18,0.22,0.27,1.64,1.11,96.37,50.78,34.25,9.7,3.47,1.8
Wibaux County,Montana,48.03,51.97,6.18,21.54,4.49,7.77,14.14,15.73,8.61,10.58,10.96,98.03,0.19,0.47,0.19,0,0.28,0.84,0.37,97.75,44.47,31.76,15.06,4.94,3.76
Yellowstone County,Montana,48.77,51.23,7.96,18.98,9.04,11.32,16.16,14.39,8.82,6.79,6.54,92.78,0.45,3.05,0.54,0.04,1.26,1.87,3.7,90.99,33.41,32.57,18.81,7.92,7.29
Adams County,Nebraska,48.99,51.01,7.78,18.36,11.4,10.44,14.5,13.29,8.38,7.18,8.68,94.54,0.64,0.36,1.6,0.04,1.99,0.83,4.58,92.24,30.87,36.18,20.31,6.66,5.98
Antelope County,Nebraska,49.19,50.81,7.15,21.95,5.31,7.45,15.07,13.53,9.63,9.14,10.76,98.82,0.05,0.31,0.05,0,0.28,0.48,0.7,98.54,41.27,37.69,13.86,3.61,3.57
Arthur County,Nebraska,50.45,49.55,6.08,19.37,5.41,11.04,16.89,10.81,13.96,9.68,6.76,96.4,0,0.23,0.68,0.23,0.9,1.58,1.35,95.72,44.86,31.89,13.51,4.86,4.86
Banner County,Nebraska,52.01,47.99,6.11,23.93,2.93,7.69,16.12,15.87,11.36,10.87,5.13,95.85,0.12,0.24,0.12,0,3.05,0.61,5.62,93.89,37.14,34.6,18.1,5.4,4.76
Blaine County,Nebraska,50.43,49.57,6.69,21.1,3.09,10.46,15.44,13.55,12.86,10.12,6.69,98.97,0,0.51,0,0,0,0.51,0.17,98.8,49.17,33.88,12.4,2.89,1.65
Boone County,Nebraska,49.78,50.22,7.21,23.18,4.39,8.2,15.24,12.33,9.07,9.51,10.86,99.25,0.05,0.05,0.03,0.03,0.3,0.29,0.89,98.75,37.64,38.33,15.36,4.34,4.34
Box Butte County,Nebraska,49.79,50.21,7.87,21.8,7.02,9.64,16.05,15.17,7.89,7.23,7.33,90.84,0.37,2.74,0.53,0.01,3.55,1.96,7.65,87.7,30.24,32.63,22.12,9.02,5.99
Boyd County,Nebraska,48.28,51.72,6.11,20.55,4.18,6.32,14.44,13.54,10.58,10.99,13.29,98.89,0,0.57,0.16,0,0,0.37,0.08,98.81,47.6,33.66,12.37,3.53,2.85
Brown County,Nebraska,49.11,50.89,6.33,19.6,4.77,8.31,13.87,13.82,10.84,10.16,12.31,98.64,0.03,0.2,0.26,0.03,0.23,0.62,0.82,98.13,44.39,36.6,11.68,4.28,3.05
Buffalo County,Nebraska,48.97,51.03,8,19.09,17.35,11.48,13.56,12.1,6.88,5.42,6.12,95.18,0.55,0.33,0.68,0.03,2.2,1.03,4.66,93.03,31.53,35.21,20.06,7.51,5.7
Burt County,Nebraska,48.4,51.6,6.85,20.16,4.77,7.73,14.91,13.54,10.23,10.97,10.82,97.63,0.18,1.07,0.19,0.03,0.22,0.69,1.26,96.75,34.68,36.44,18.77,6.68,3.43
Butler County,Nebraska,51.01,48.99,8.16,21.34,6,9.19,15.09,13.11,9.4,8.89,8.83,98.38,0.1,0.13,0.13,0.06,0.81,0.4,1.65,97.59,31.11,37.61,20.76,6.85,3.67
Cass County,Nebraska,49.43,50.57,8.49,20.88,6.53,10.89,17.08,14.41,9.38,6.58,5.75,97.89,0.18,0.3,0.35,0.02,0.35,0.92,1.46,96.86,21.09,32.97,26.46,11.04,8.44
Cedar County,Nebraska,50.04,49.96,7.63,23.39,5.33,8.74,14.56,11.95,8.36,9.27,10.77,99.07,0.1,0.2,0.04,0.01,0.18,0.4,0.43,98.86,34.37,41.51,16.51,4.07,3.54
Chase County,Nebraska,49.14,50.86,6.59,19.96,5.41,8.43,14.58,13.89,10.08,10.05,11.01,97.81,0.17,0.1,0.17,0.02,1.47,0.25,3.42,95.87,35.9,37.76,15.09,5.17,6.07
Cherry County,Nebraska,49.69,50.31,7.51,20.71,6.07,10.05,14.43,13.57,10.39,8.69,8.59,94.19,0.07,3.25,0.42,0.02,0.33,1.72,0.93,93.84,41.1,34.31,15.01,4.96,4.61
Cheyenne County,Nebraska,48.97,51.03,7.5,20.14,6.94,10.08,15.28,13.8,9.03,8.77,8.45,96.34,0.14,0.65,0.4,0.03,1.46,0.98,4.46,93.95,35.18,36.04,17.86,5.52,5.4
Clay County,Nebraska,48.74,51.26,7.07,21.99,4.9,8.88,15.58,13.82,9.75,8.85,9.15,97.57,0.17,0.31,0.3,0,1.24,0.41,3.48,95.55,34.74,37.48,17.48,5.55,4.76
Colfax County,Nebraska,51.55,48.45,8.63,21.89,8.11,11.4,15.29,10.94,7.73,7.53,8.49,81.73,0.07,0.19,0.2,0.14,15.94,1.73,26.17,72.95,32.01,38.27,18.4,6.8,4.52
Cuming County,Nebraska,50.52,49.48,7.68,21.06,5.87,9.63,14.65,12.15,8.7,9.33,10.91,95.88,0.13,0.28,0.2,0.03,2.63,0.85,5.48,93.62,33.86,40.38,16.41,5.86,3.48
Custer County,Nebraska,49,51,7.06,20.55,4.91,8.44,14.28,13.52,10.16,9.73,11.34,98.63,0.07,0.41,0.15,0,0.2,0.55,0.92,97.96,39.43,36.05,16.41,4.58,3.53
Dakota County,Nebraska,49.92,50.08,10.46,21.72,9.86,12.95,15.02,12.26,7.8,5.06,4.88,78.84,0.62,1.86,3.08,0.06,12.91,2.62,22.62,70.94,30.21,34.59,20.15,9.08,5.97
Dawes County,Nebraska,48.89,51.11,6.02,17.97,21.75,8.12,11.06,11.7,8.57,7.04,7.77,93.34,0.81,2.88,0.31,0.06,1.03,1.58,2.43,92.41,42.22,31.31,14.37,6.16,5.94
Dawson County,Nebraska,50.42,49.58,9.98,20.92,7.93,12.19,14.19,12.56,8.1,6.83,7.31,82.32,0.31,0.67,0.66,0.01,14.49,1.53,25.36,72.83,33.57,36.25,18.8,5.97,5.41
Deuel County,Nebraska,48.67,51.33,5.24,19.69,4.48,7.05,16.16,13.68,10.77,10.01,12.92,97.33,0.05,0.38,0.38,0,1.14,0.71,2.72,96,36.9,37.23,16.16,5.35,4.37
Dixon County,Nebraska,49.61,50.39,7.95,21.31,6.48,9.58,14.15,13.66,8.71,8.33,9.83,94.64,0.03,0.49,0.27,0,3.79,0.79,5.49,93.5,33.72,38.69,19.72,4.89,2.98
Dodge County,Nebraska,48.23,51.77,7.52,18.79,9.17,10.16,14.89,12.73,9.19,8.58,8.96,95.9,0.43,0.3,0.51,0.09,2.06,0.72,3.93,94.33,32.04,34.89,21.18,7.11,4.78
Douglas County,Nebraska,48.91,51.09,8.86,19.16,10.44,13.63,15.96,13.29,7.7,5.74,5.21,80.96,11.5,0.61,1.71,0.05,3.4,1.76,6.67,78.2,26.24,30.55,20.38,10.91,11.93
Dundy County,Nebraska,49.21,50.79,6.59,18.46,4.67,8.42,14.35,15.66,9.42,10.21,12.22,96.95,0.04,0.79,0.48,0.04,0.87,0.83,3.23,94.72,45.68,29.58,15.05,5.16,4.53
Fillmore County,Nebraska,48.31,51.69,7.05,20.68,4.45,8.86,14.4,13.33,9.96,9.23,12.04,97.75,0.21,0.44,0.06,0.02,0.83,0.69,1.66,97.11,32.4,39.9,17.13,6.72,3.84
Franklin County,Nebraska,48.13,51.87,6.55,19.17,4,8.53,14.3,13.01,10.52,10.88,13.04,99.24,0,0.28,0.06,0,0.08,0.34,0.64,98.68,41.75,37.91,12.93,3.84,3.57
Frontier County,Nebraska,50.11,49.89,6.58,21.62,9.94,7.78,14.17,12.88,10.13,8.62,8.29,98.29,0.1,0.26,0.26,0,0.39,0.71,0.97,97.97,36.45,39.39,13.55,5.72,4.88
Furnas County,Nebraska,47.99,52.01,6.91,18.65,4.66,8.21,13.86,13.62,10.31,10.93,12.85,98.22,0.08,0.41,0.23,0,0.32,0.75,1.15,97.61,39.26,38.69,13.57,3.76,4.73
Gage County,Nebraska,48.49,51.51,7.15,18.23,7.36,9.93,15.3,13.38,9.46,8.85,10.34,97.69,0.32,0.58,0.28,0.03,0.26,0.84,0.85,97.22,33.35,36.48,19.55,6.41,4.21
Garden County,Nebraska,48.69,51.31,4.8,18.28,3.66,6.85,15.45,13.7,13.26,11.78,12.22,98.34,0.13,0.26,0.26,0,0.52,0.48,1.44,97.29,47.25,33.33,13.24,2.84,3.33
Garfield County,Nebraska,47.9,52.1,5.78,19.56,3.47,6.1,13.51,14.09,12.72,9.46,15.3,98.79,0,0.21,0.05,0.05,0.37,0.53,1,98.16,46.82,33.62,13.08,3.55,2.93
Gosper County,Nebraska,50.49,49.51,6.53,18.48,4.9,7.61,15.63,13.77,12.27,10.13,10.69,98.79,0,0.14,0.23,0,0.42,0.42,1.26,98.04,29.49,39.89,18.86,6.06,5.71
Grant County,Nebraska,53.28,46.72,6.02,25.57,3.21,7.5,16.47,15.8,11.78,8.57,5.09,98.8,0,0.13,0.27,0,0.8,0,1.34,98.26,34.23,41.95,18.12,3.69,2.01
Greeley County,Nebraska,49.26,50.74,7.33,21.15,5.16,7.85,12.97,12.79,9.58,11.09,12.09,97.94,0.66,0.07,0.07,0,0.77,0.48,0.85,97.9,43.23,36.79,13.63,3.55,2.8
Hall County,Nebraska,49.6,50.4,9.13,19.48,8.78,11.81,15.17,13.3,8.36,6.94,7.03,88.67,0.36,0.31,1.09,0.14,8.19,1.24,14,83.72,32.49,34.37,20.45,6.63,6.04
Hamilton County,Nebraska,49.85,50.15,8.21,22.45,5.27,9.69,15.9,14.17,9.04,7.59,7.68,98.43,0.18,0.12,0.22,0,0.49,0.56,1.14,97.97,25.68,38.9,22.54,6.61,6.27
Harlan County,Nebraska,49.5,50.5,5.78,19.73,4.04,7.55,13.68,14.76,11.44,11.23,11.78,98.86,0.13,0.11,0.08,0.03,0.16,0.63,0.77,98.49,39.19,39.51,14.41,3.35,3.54
Hayes County,Nebraska,50.09,49.91,5.43,23.03,4.12,5.81,15.26,15.82,10.67,11.7,8.15,97.19,0.19,0,0.28,0,1.78,0.56,2.53,96.44,45.87,35.09,11.7,4.13,3.21
Hitchcock County,Nebraska,48.73,51.27,5.43,20.06,5.14,6.62,14.98,13.92,11.51,10.74,11.6,98.36,0.1,0.29,0.13,0,0.29,0.84,1.41,97.43,43.34,33.59,14.86,4.41,3.79
Holt County,Nebraska,49.22,50.78,7.14,21.82,4.81,8.08,15.64,13.29,9.39,9.45,10.37,98.86,0.03,0.29,0.18,0.05,0.23,0.35,0.71,98.49,40.69,36.15,15.09,4.37,3.7
Hooker County,Nebraska,45.47,54.53,5.87,20.18,2.3,6.77,14.56,13.79,9.58,10.34,16.6,98.72,0,0.38,0.13,0,0.13,0.64,1.02,97.83,42.14,38.28,13.65,2.67,3.26
Howard County,Nebraska,50.25,49.75,7.35,22.17,6.27,9.67,14.8,13.1,9.5,8.51,8.62,98.69,0.3,0.24,0.09,0.03,0.32,0.32,1.01,98.04,35.77,37.76,17.83,5.1,3.54
Jefferson County,Nebraska,48.88,51.12,6.49,18.08,5.58,8.84,14.05,14.27,10.01,9.7,12.97,98.42,0.07,0.38,0.17,0.04,0.5,0.42,1.31,97.67,38.72,35.06,17.83,4.02,4.37
Johnson County,Nebraska,47.88,52.12,6.46,19.01,5.08,8.18,15.64,13.35,10.25,9.78,12.25,93.54,0.11,0.4,2.67,0.02,1.96,1.29,2.87,92.85,39.02,33.55,18.45,4.78,4.2
Kearney County,Nebraska,49.59,50.41,7.61,20.63,5.93,10.19,16.29,13.37,9.31,7.88,8.79,97.82,0.16,0.2,0.23,0.01,0.99,0.58,2.34,96.76,28.08,36.77,23,7.93,4.21
Keith County,Nebraska,49.1,50.9,6.87,19.81,5.32,8.89,15.37,13.77,11.61,9.94,8.43,96.75,0.08,0.71,0.17,0,1.49,0.8,4.23,94.49,37.55,35.6,17.09,5.89,3.87
Keya Paha County,Nebraska,50.36,49.64,7.43,17.8,7.32,7.73,13.63,13.12,12.31,10.48,10.17,99.39,0,0.2,0,0,0,0.41,3.87,95.73,50.12,39.23,6.05,2.42,2.18
Kimball County,Nebraska,48.86,51.14,6.7,19.52,5.04,7.73,14.67,13.5,11.81,10.42,10.61,96.99,0.22,0.66,0.1,0.02,0.66,1.35,3.33,94.55,39.18,34.36,17.06,4.7,4.7
Knox County,Nebraska,49.17,50.83,7.07,19.81,4.8,7.44,13.84,13.64,10.28,10.54,12.58,91.63,0.09,7.12,0.16,0.04,0.34,0.63,0.91,91.31,45.58,34.47,13.95,3.53,2.47
Lancaster County,Nebraska,49.95,50.05,7.99,17.18,15.5,13.5,15.15,13.1,7.17,5.33,5.09,90.07,2.82,0.64,2.86,0.06,1.69,1.87,3.37,88.72,27.13,31.92,21.71,9.86,9.38
Lincoln County,Nebraska,49.11,50.89,8,19.71,8,10.66,14.73,14.52,9.24,7.69,7.45,94.7,0.54,0.51,0.37,0.02,2.65,1.21,5.43,92.61,33.64,32.53,19.18,8.12,6.54
Logan County,Nebraska,49.74,50.26,6.46,21.58,4.26,7.88,15.5,16.28,10.47,9.95,7.62,98.58,0.13,1.03,0,0,0,0.26,0.9,97.67,33.33,47.94,12.06,2.86,3.81
Loup County,Nebraska,52.11,47.89,7.3,20.37,4.35,6.88,14.61,14.75,12.22,10.67,8.85,98.88,0,0.28,0.14,0,0.42,0.28,1.69,97.75,47.52,37.23,9.93,3.19,2.13
McPherson County,Nebraska,49.91,50.09,8.44,21.01,4.88,9.01,15.57,13.7,9.19,8.82,9.38,97.94,0,0,0.38,0,1.69,0,1.5,97.19,47.89,30.99,12.68,5.16,3.29
Madison County,Nebraska,49.62,50.38,8.35,20.43,10.94,10.25,15.52,12.38,7.69,6.65,7.79,91.35,0.94,1.19,0.4,0.03,5.06,1.03,8.64,88.35,33.56,33.3,20.31,8.11,4.72
Merrick County,Nebraska,48.96,51.04,7.94,20.92,5.98,9.08,14.72,13.53,10.31,8.53,8.98,98.32,0.22,0.1,0.21,0.01,0.67,0.48,2.05,97.18,32.21,41.56,17.48,5.85,2.91
Morrill County,Nebraska,49.47,50.53,7.1,21.93,5.99,8.97,14.82,13.49,10.66,8.84,8.2,93.68,0.07,0.72,0.22,0,4.12,1.19,10.09,88.6,41.04,34.39,16.75,4.93,2.89
Nance County,Nebraska,51.04,48.96,7.43,21.62,6.29,7.28,15.7,13.32,8.64,10.33,9.39,98.39,0,0.37,0.05,0,0.45,0.74,1.14,97.92,39.5,37.05,14.92,4.45,4.08
Nemaha County,Nebraska,48.26,51.74,5.81,19.38,10.85,7.77,15.1,13.95,8.78,8.06,10.3,97.6,0.36,0.3,0.59,0.04,0.37,0.74,1,97.12,37.39,30.58,18.93,8.69,4.41
Nuckolls County,Nebraska,48.05,51.95,5.83,19.26,4.51,7.44,14.34,12.85,11.41,11.53,12.83,98.91,0.02,0.06,0.16,0,0.53,0.32,1.01,98.46,43,38.77,12.29,2.93,3.02
Otoe County,Nebraska,49.04,50.96,7.86,19.8,6,9.65,15.54,13.17,9.65,8.39,9.96,97.42,0.29,0.22,0.25,0.03,1.14,0.65,2.45,96.27,30.98,35.19,21.02,7.23,5.59
Pawnee County,Nebraska,48.04,51.96,5.77,18.33,4.05,7.58,13.02,13.02,11.14,12.02,15.06,98.87,0,0.19,0.26,0,0.03,0.65,0.68,98.54,42.71,38.1,11.76,3.57,3.87
Perkins County,Nebraska,50.19,49.81,6.59,21.62,5.28,8.62,13.94,14.72,9.94,7.69,11.59,97.69,0.03,0.28,0.22,0,1.34,0.44,2.31,96.56,34.69,36.1,17.31,5.64,6.26
Phelps County,Nebraska,49.01,50.99,7.67,20.21,5.64,9.75,15.06,13.94,9.62,8.6,9.5,97.79,0.11,0.28,0.28,0,0.79,0.75,2.26,96.62,29.69,37.4,19.92,5.89,7.11
Pierce County,Nebraska,50.01,49.99,7.32,23.48,5.84,9.19,16.13,11.95,8.91,7.74,9.44,98.65,0.08,0.36,0.2,0.03,0.23,0.46,0.71,98.18,36.55,35.18,17.77,5.67,4.83
Platte County,Nebraska,49.59,50.41,8.68,21.91,7.68,10.63,15.71,13.15,8.4,6.85,6.98,94.29,0.35,0.28,0.4,0.03,3.49,1.15,6.54,91.99,29.26,34.16,22.98,7.57,6.02
Polk County,Nebraska,50.13,49.87,7.08,19.68,5.07,9.31,14.35,13.96,9.15,9.19,12.22,98.92,0.02,0.28,0.09,0,0.28,0.41,1.08,98.3,29.84,37.3,23.53,5.15,4.17
Red Willow County,Nebraska,48.43,51.57,7.47,19.1,7.98,9.08,14.71,12.8,9.82,9.43,9.61,97.55,0.16,0.38,0.17,0.02,0.93,0.8,2.45,96.26,36.8,37.1,17.33,4.78,3.99
Richardson County,Nebraska,48.33,51.67,6.57,20.37,5.32,8.12,14.83,12.86,10.43,9.51,12,95.65,0.19,2.32,0.15,0,0.22,1.48,1.05,95.08,43.18,33.43,15.44,4.9,3.05
Rock County,Nebraska,48.01,51.99,6.09,18.79,5.47,7.52,15.26,14.69,9.91,10.59,11.67,99.03,0,0.46,0.17,0,0.06,0.28,0.51,98.8,47.68,34.04,12.72,1.99,3.58
Saline County,Nebraska,49.45,50.55,7.57,19.45,11.33,9.85,14.28,12.18,8.17,7.38,9.8,92.99,0.36,0.38,1.7,0.03,3.4,1.15,6.58,90.27,33.34,35.75,20.32,6.64,3.95
Sarpy County,Nebraska,49.69,50.31,9.92,21.95,9.43,14.53,17.84,12.61,7.11,4.11,2.51,89.18,4.36,0.42,1.9,0.09,1.86,2.2,4.37,87.13,15.4,29.32,28.47,14.49,12.32
Saunders County,Nebraska,49.77,50.23,7.8,21.55,5.73,9.88,16.78,13.71,9.2,8.02,7.32,98.49,0.11,0.29,0.22,0.01,0.35,0.55,1.03,97.88,26.24,34.64,23.73,9.43,5.96
Scotts Bluff County,Nebraska,47.7,52.3,7.86,19.62,8.04,9.97,14.26,13.82,9.21,8.69,8.53,87.58,0.27,1.88,0.57,0.04,8.02,1.63,17.19,79.72,39.24,32.51,16.12,6.19,5.94
Seward County,Nebraska,50.79,49.21,6.95,20.02,13.04,9.04,14.56,12.73,8.49,7.09,8.07,98.05,0.28,0.21,0.29,0.05,0.4,0.72,1.09,97.46,28.03,31.32,24.16,8.93,7.56
Sheridan County,Nebraska,48.97,51.03,6.95,20.12,5.53,8.58,13.54,13.79,9.81,9.94,11.73,88.11,0.08,9.23,0.15,0.02,0.34,2.08,1.47,87.61,42.58,35.3,14.95,4.11,3.05
Sherman County,Nebraska,49.25,50.75,6.33,19.2,4.28,9.13,13.8,13.38,10.73,11.3,11.84,98.49,0.06,0.21,0.24,0.03,0.42,0.54,1.02,98.04,43.27,38.66,12.81,2.95,2.3
Sioux County,Nebraska,52.61,47.39,6.44,19.32,6.98,7.39,16.14,15.66,11.86,10.37,5.83,97.63,0,0.14,0.2,0,1.15,0.88,2.31,96.54,39.93,35.61,14.48,4.33,5.66
